Node_A,Node_B,
SM1      ,SM15     ,
SM5      ,SM17     ,
SM873    ,SM851    ,
SM873    ,SM948    ,
SM948    ,SM1471   ,
SM39124  ,SM39262  ,
SM48041  ,SM48132  ,
SM48041  ,SM48230  ,
SM64588  ,SM64591  ,
SM64588  ,SM66148  ,
SM73994  ,SM72571  ,
SM73994  ,SM74047  ,
SM162377 ,SM162378 ,
SM164641 ,SM164445 ,
SM164641 ,SM164615 ,
SM164641 ,SM164673 ,
SM166339 ,SM166218 ,
SM166339 ,SM166387 ,
SM169620 ,SM169612 ,
SM169621 ,SM169611 ,
SM169623 ,SM169617 ,
SM169624 ,SM169614 ,
SM169622 ,SM169609 ,
SM169615 ,SM169601 ,
SM151519 ,SM151326 ,
SM144643 ,SM144444 ,
SM115767 ,SM115723 ,
SM85092  ,SM85023  ,
SM59707  ,SM59630  ,
SM45485  ,SM45609  ,
SM29643  ,SM29659  ,
SM25692  ,SM25649  ,
SM15245  ,SM15335  ,
SM15245  ,SM15419  ,
SM12298  ,SM12371  ,
SM3929   ,SM4695   ,
SM3929   ,SM3930   ,
SM575    ,SM624    ,
SM575    ,SM664    ,
SM272    ,SM298    ,
SM55     ,SM58     ,
SM2      ,SM19     ,
SM15     ,SM28     ,
SM535    ,SM569    ,
SM535    ,SM502    ,
SM502    ,SM469    ,
SM469    ,SM441    ,
SM441    ,SM417    ,
SM417    ,SM392    ,
SM392    ,SM374    ,
SM374    ,SM347    ,
SM347    ,SM314    ,
SM314    ,SM291    ,
SM291    ,SM271    ,
SM271    ,SM248    ,
SM248    ,SM232    ,
SM232    ,SM212    ,
SM212    ,SM196    ,
SM196    ,SM184    ,
SM184    ,SM174    ,
SM174    ,SM163    ,
SM4      ,SM18     ,
SM4      ,SM7      ,
SM3      ,SM8      ,
SM3      ,SM21     ,
SM3      ,SM6      ,
SM6      ,SM25     ,
SM6      ,SM10     ,
SM10     ,SM11     ,
SM11     ,SM14     ,
SM14     ,SM16     ,
SM16     ,SM29     ,
SM16     ,SM20     ,
SM20     ,SM29     ,
SM29     ,SM44     ,
SM29     ,SM34     ,
SM34     ,SM44     ,
SM44     ,SM56     ,
SM56     ,SM65     ,
SM65     ,SM83     ,
SM17     ,SM32     ,
SM205    ,SM185    ,
SM205    ,SM238    ,
SM864    ,SM896    ,
SM864    ,SM851    ,
SM896    ,SM1068   ,
SM1068   ,SM1130   ,
SM1325   ,SM1205   ,
SM1325   ,SM1403   ,
SM1403   ,SM1471   ,
SM1471   ,SM1567   ,
SM3091   ,SM3208   ,
SM14845  ,SM14850  ,
SM22864  ,SM22853  ,
SM30786  ,SM30717  ,
SM30786  ,SM30931  ,
SM30931  ,SM31181  ,
