,斯坦纳点名称,区域,子区域,x,y
32445,UDM55989,GSO,urban-suburban,604754.6,3987500.84
32446,UDM55990,GSO,urban-suburban,604717.0,3987502.55
32447,UDM56011,GSO,urban-suburban,608096.37,3992385.52
32448,UDM56012,GSO,urban-suburban,608104.21,3992357.05
32449,UDM56141,GSO,urban-suburban,607988.3,3988010.25
32450,UDM56142,GSO,urban-suburban,607996.51,3988049.3
32451,UDM56144,GSO,urban-suburban,603321.3,3986955.54
32452,UDM56145,GSO,urban-suburban,603292.95,3986981.34
32453,UDM56148,GSO,urban-suburban,607433.83,3988875.97
32454,UDM56151,GSO,urban-suburban,608853.31,3989663.83
32455,UDM56159,GSO,urban-suburban,608192.21,3985221.51
32456,UDM56161,GSO,urban-suburban,608427.27,3985063.49
32457,UDM56163,GSO,urban-suburban,608424.9,3985081.54
32458,UDM56164,GSO,urban-suburban,608440.27,3985037.75
32459,UDM56165,GSO,urban-suburban,608423.72,3985090.56
32460,UDM56167,GSO,urban-suburban,608864.47,3989029.19
32461,UDM56169,GSO,urban-suburban,608861.31,3989118.76
32462,UDM56175,GSO,urban-suburban,605512.42,3989177.86
32463,UDM56176,GSO,urban-suburban,604585.99,3989868.82
32464,UDM56177,GSO,urban-suburban,604659.07,3989788.99
32465,UDM56178,GSO,urban-suburban,604707.49,3990454.21
32466,UDM56180,GSO,urban-suburban,604650.04,3990428.73
32467,UDM56181,GSO,urban-suburban,605661.89,3986359.22
32468,UDM56183,GSO,urban-suburban,605641.9,3986387.6
32469,UDM56186,GSO,urban-suburban,608090.22,3990952.1
32470,UDM56188,GSO,urban-suburban,608039.24,3990995.81
32471,UDM56190,GSO,urban-suburban,605415.68,3985809.22
32472,UDM56191,GSO,urban-suburban,605352.82,3985755.39
32473,UDM56192,GSO,urban-suburban,605403.22,3985773.46
32474,UDM56193,GSO,urban-suburban,605384.88,3985739.18
32475,UDM56194,GSO,urban-suburban,605396.98,3985732.67
32476,UDM56195,GSO,urban-suburban,606864.23,3987881.96
32477,UDM56196,GSO,urban-suburban,606830.72,3987918.86
32478,UDM56199,GSO,urban-suburban,606857.53,3987889.34
32479,UDM56202,GSO,urban-suburban,610247.91,3990459.42
32480,UDM56203,GSO,urban-suburban,610216.83,3990483.57
32481,UDM56206,GSO,urban-suburban,610224.6,3990477.53
32482,UDM56207,GSO,urban-suburban,609016.52,3986821.75
32483,UDM56208,GSO,urban-suburban,609012.05,3986840.39
32484,UDM56209,GSO,urban-suburban,609028.8,3986773.62
32485,UDM56210,GSO,urban-suburban,602466.08,3987722.91
32486,UDM56212,GSO,urban-suburban,602495.25,3987725.99
32487,UDM56215,GSO,urban-suburban,610494.15,3990000.31
32488,UDM56216,GSO,urban-suburban,610567.57,3989997.33
32489,UDM56217,GSO,urban-suburban,610549.61,3989992.91
32490,UDM56219,GSO,urban-suburban,610542.89,3989991.98
32491,UDM56220,GSO,urban-suburban,610464.01,3990022.3
32492,UDM56222,GSO,urban-suburban,611136.96,3990103.79
32493,UDM56224,GSO,urban-suburban,611144.95,3990036.64
32494,UDM56226,GSO,urban-suburban,611142.34,3990052.49
32495,UDM56227,GSO,urban-suburban,606242.1,3985123.73
32496,UDM56228,GSO,urban-suburban,606271.96,3985123.33
32497,UDM56230,GSO,urban-suburban,606233.26,3985124.19
32498,UDM56233,GSO,urban-suburban,605421.52,3987140.99
32499,UDM56234,GSO,urban-suburban,605403.33,3987158.19
32500,UDM56235,GSO,urban-suburban,605420.66,3987114.52
32501,UDM56236,GSO,urban-suburban,605384.56,3987157.74
32502,UDM56237,GSO,urban-suburban,605429.29,3987088.07
32503,UDM56240,GSO,urban-suburban,601842.54,3987989.0
32504,UDM56241,GSO,urban-suburban,601808.23,3988003.54
32505,UDM56243,GSO,urban-suburban,603448.0,3989470.48
32506,UDM56244,GSO,urban-suburban,603446.33,3989440.7
32507,UDM56245,GSO,urban-suburban,603444.1,3989401.0
32508,UDM56246,GSO,urban-suburban,603450.23,3989510.18
32509,UDM56247,GSO,urban-suburban,603443.54,3989391.08
32510,UDM56249,GSO,urban-suburban,606447.62,3989201.67
32511,UDM56250,GSO,urban-suburban,606411.46,3989204.17
32512,UDM56256,GSO,urban-suburban,608301.8,3989779.88
32513,UDM56258,GSO,urban-suburban,608282.09,3989782.08
32514,UDM56261,GSO,urban-suburban,608272.24,3989783.18
32515,UDM56264,GSO,urban-suburban,598435.01,3989722.73
32516,UDM56267,GSO,urban-suburban,608244.44,3987386.11
32517,UDM56268,GSO,urban-suburban,608244.65,3987337.4
32518,UDM56272,GSO,urban-suburban,607110.1,3987103.08
32519,UDM56276,GSO,urban-suburban,607161.41,3985392.48
32520,UDM56278,GSO,urban-suburban,604578.23,3987215.88
32521,UDM56280,GSO,urban-suburban,604579.54,3987250.95
32522,UDM56282,GSO,urban-suburban,608370.78,3985798.71
32523,UDM56285,GSO,urban-suburban,611287.12,3990176.48
32524,UDM56287,GSO,urban-suburban,611291.21,3990138.42
32525,UDM56290,GSO,urban-suburban,605685.13,3988361.77
32526,UDM56293,GSO,urban-suburban,604129.98,3986056.53
32527,UDM56295,GSO,urban-suburban,609669.39,3988706.36
32528,UDM56296,GSO,urban-suburban,609649.2,3988750.0
32529,UDM56297,GSO,urban-suburban,606208.17,3988927.1
32530,UDM56299,GSO,urban-suburban,606248.67,3988941.52
32531,UDM56300,GSO,urban-suburban,605589.71,3986075.25
32532,UDM56304,GSO,urban-suburban,600713.16,3989768.15
32533,UDM56310,GSO,urban-suburban,604868.52,3987164.15
32534,UDM56313,GSO,urban-suburban,602281.94,3988878.99
32535,UDM56317,GSO,urban-suburban,606108.36,3986629.3
32536,UDM56318,GSO,urban-suburban,606105.19,3986623.38
32537,UDM56319,GSO,urban-suburban,606114.71,3986641.14
32538,UDM56320,GSO,urban-suburban,606333.73,3986185.61
32539,UDM56321,GSO,urban-suburban,606362.19,3986150.49
32540,UDM56322,GSO,urban-suburban,606317.48,3986143.45
32541,UDM56325,GSO,urban-suburban,609444.09,3990651.13
32542,UDM56328,GSO,urban-suburban,609443.14,3990617.17
32543,UDM56329,GSO,urban-suburban,609425.56,3990669.05
32544,UDM56334,GSO,urban-suburban,600097.51,3987933.75
32545,UDM56338,GSO,urban-suburban,601761.84,3987071.28
32546,UDM56340,GSO,urban-suburban,601743.12,3987100.23
32547,UDM56342,GSO,urban-suburban,601764.73,3987063.0
32548,UDM56346,GSO,urban-suburban,603147.31,3990449.61
32549,UDM56347,GSO,urban-suburban,603105.75,3990363.91
32550,UDM56350,GSO,urban-suburban,606000.24,3988969.69
32551,UDM56351,GSO,urban-suburban,606027.98,3988980.08
32552,UDM56355,GSO,urban-suburban,604785.49,3990289.46
32553,UDM56358,GSO,urban-suburban,609065.68,3990779.09
32554,UDM56359,GSO,urban-suburban,609069.62,3990805.96
32555,UDM56362,GSO,urban-suburban,609067.46,3990798.75
32556,UDM56363,GSO,urban-suburban,600376.36,3988761.79
32557,UDM56364,GSO,urban-suburban,600354.67,3988801.33
32558,UDM56371,GSO,urban-suburban,600846.96,3988089.99
32559,UDM56374,GSO,urban-suburban,602175.02,3989432.94
32560,UDM56375,GSO,urban-suburban,602173.23,3989499.01
32561,UDM56378,GSO,urban-suburban,611092.01,3990658.21
32562,UDM56379,GSO,urban-suburban,611036.99,3990684.58
32563,UDM56380,GSO,urban-suburban,611071.9,3990652.24
32564,UDM56381,GSO,urban-suburban,608515.96,3985249.73
32565,UDM56384,GSO,urban-suburban,608278.46,3985074.77
32566,UDM56385,GSO,urban-suburban,605246.27,3988482.97
32567,UDM56387,GSO,urban-suburban,605263.73,3988455.38
32568,UDM56389,GSO,urban-suburban,605327.37,3988458.7
32569,UDM56390,GSO,urban-suburban,602455.8,3988590.98
32570,UDM56391,GSO,urban-suburban,602510.96,3988629.39
32571,UDM56393,GSO,urban-suburban,603709.66,3989299.75
32572,UDM56394,GSO,urban-suburban,603748.35,3989301.18
32573,UDM56396,GSO,urban-suburban,605515.82,3986356.63
32574,UDM56399,GSO,urban-suburban,606696.3,3987859.13
32575,UDM56400,GSO,urban-suburban,606705.91,3987849.78
32576,UDM56401,GSO,urban-suburban,606685.29,3987872.5
32577,UDM56402,GSO,urban-suburban,606668.6,3987883.36
32578,UDM56403,GSO,urban-suburban,606676.94,3987877.93
32579,UDM56408,GSO,urban-suburban,607409.6,3984857.07
32580,UDM56409,GSO,urban-suburban,607438.86,3984864.36
32581,UDM56410,GSO,urban-suburban,607417.57,3984859.8
32582,UDM56411,GSO,urban-suburban,602219.79,3986569.1
32583,UDM56412,GSO,urban-suburban,602218.35,3986625.63
32584,UDM56415,GSO,urban-suburban,601965.32,3989136.92
32585,UDM56416,GSO,urban-suburban,601982.58,3989159.65
32586,UDM56417,GSO,urban-suburban,601994.09,3989174.79
32587,UDM56422,GSO,urban-suburban,603216.94,3990139.69
32588,UDM56423,GSO,urban-suburban,603234.25,3990215.03
32589,UDM56426,GSO,urban-suburban,605325.34,3986810.74
32590,UDM56431,GSO,urban-suburban,600255.94,3988854.89
32591,UDM56432,GSO,urban-suburban,600275.78,3988879.16
32592,UDM56434,GSO,urban-suburban,601503.33,3989119.54
32593,UDM56439,GSO,urban-suburban,610506.17,3990109.96
32594,UDM56440,GSO,urban-suburban,601939.9,3987573.41
32595,UDM56441,GSO,urban-suburban,601930.94,3987557.0
32596,UDM56443,GSO,urban-suburban,603219.63,3987080.99
32597,UDM56444,GSO,urban-suburban,603212.1,3987105.08
32598,UDM56445,GSO,urban-suburban,605236.5,3987950.95
32599,UDM56446,GSO,urban-suburban,605178.57,3987897.89
32600,UDM56448,GSO,urban-suburban,608302.58,3985336.2
32601,UDM56449,GSO,urban-suburban,608277.49,3985381.13
32602,UDM56450,GSO,urban-suburban,602061.05,3988712.74
32603,UDM56455,GSO,urban-suburban,604845.69,3986921.72
32604,UDM56457,GSO,urban-suburban,604867.96,3986883.94
32605,UDM56460,GSO,urban-suburban,607814.22,3989772.26
32606,UDM56461,GSO,urban-suburban,600649.32,3988021.75
32607,UDM56462,GSO,urban-suburban,600672.58,3988052.69
32608,UDM56468,GSO,urban-suburban,607683.36,3984884.18
32609,UDM56469,GSO,urban-suburban,607691.26,3984901.18
32610,UDM56470,GSO,urban-suburban,601930.54,3986905.62
32611,UDM56471,GSO,urban-suburban,601929.66,3986941.66
32612,UDM56473,GSO,urban-suburban,601894.13,3987087.02
32613,UDM56474,GSO,urban-suburban,601905.29,3987072.73
32614,UDM56476,GSO,urban-suburban,607453.46,3989044.88
32615,UDM56480,GSO,urban-suburban,607160.53,3985363.26
32616,UDM56484,GSO,urban-suburban,602553.42,3988145.16
32617,UDM56488,GSO,urban-suburban,609912.12,3990580.76
32618,UDM56489,GSO,urban-suburban,609925.31,3990566.61
32619,UDM56499,GSO,urban-suburban,601957.04,3990590.48
32620,UDM56501,GSO,urban-suburban,608500.02,3985795.99
32621,UDM56504,GSO,urban-suburban,601963.28,3988379.68
32622,UDM56506,GSO,urban-suburban,601938.55,3988391.54
32623,UDM56509,GSO,urban-suburban,610337.25,3989126.57
32624,UDM56510,GSO,urban-suburban,610414.88,3989151.51
32625,UDM56511,GSO,urban-suburban,610430.52,3989158.08
32626,UDM56512,GSO,urban-suburban,610381.57,3989139.84
32627,UDM56513,GSO,urban-suburban,603990.45,3988211.26
32628,UDM56514,GSO,urban-suburban,603993.21,3988249.25
32629,UDM56517,GSO,urban-suburban,605383.53,3989553.93
32630,UDM56518,GSO,urban-suburban,602983.98,3989705.49
32631,UDM56519,GSO,urban-suburban,603053.61,3989657.0
32632,UDM56520,GSO,urban-suburban,603682.42,3989206.86
32633,UDM56521,GSO,urban-suburban,603680.76,3989262.45
32634,UDM56522,GSO,urban-suburban,603681.04,3989253.18
32635,UDM56523,GSO,urban-suburban,606359.67,3987490.23
32636,UDM56524,GSO,urban-suburban,606315.19,3987483.24
32637,UDM56533,GSO,urban-suburban,610262.7,3987760.06
32638,UDM56534,GSO,urban-suburban,610258.97,3987751.86
32639,UDM56535,GSO,urban-suburban,610237.78,3987728.02
32640,UDM56537,GSO,urban-suburban,611468.38,3990871.53
32641,UDM56547,GSO,urban-suburban,605141.61,3989470.22
32642,UDM56549,GSO,urban-suburban,605225.35,3989471.87
32643,UDM56550,GSO,urban-suburban,607890.25,3988915.85
32644,UDM56551,GSO,urban-suburban,607826.53,3988828.17
32645,UDM56552,GSO,urban-suburban,607853.22,3988850.05
32646,UDM56556,GSO,urban-suburban,605043.85,3986685.39
32647,UDM56557,GSO,urban-suburban,605062.01,3986689.49
32648,UDM56558,GSO,urban-suburban,605427.61,3986059.31
32649,UDM56560,GSO,urban-suburban,606494.48,3987328.23
32650,UDM56564,GSO,urban-suburban,610548.28,3990677.89
32651,UDM56572,GSO,urban-suburban,603091.26,3987587.32
32652,UDM56578,GSO,urban-suburban,611118.42,3991010.61
32653,UDM56579,GSO,urban-suburban,608188.07,3985166.82
32654,UDM56580,GSO,urban-suburban,608188.26,3985148.83
32655,UDM56583,GSO,urban-suburban,611163.51,3990269.6
32656,UDM56584,GSO,urban-suburban,611174.52,3990303.46
32657,UDM56586,GSO,urban-suburban,605695.95,3988414.69
32658,UDM56587,GSO,urban-suburban,605698.05,3988467.48
32659,UDM56591,GSO,urban-suburban,605426.57,3990890.58
32660,UDM56592,GSO,urban-suburban,605351.23,3990843.61
32661,UDM56599,GSO,urban-suburban,606970.24,3986843.33
32662,UDM56600,GSO,urban-suburban,606987.0,3986814.69
32663,UDM56601,GSO,urban-suburban,606956.87,3986772.39
32664,UDM56607,GSO,urban-suburban,604422.4,3987518.44
32665,UDM56609,GSO,urban-suburban,611340.85,3990363.15
32666,UDM56611,GSO,urban-suburban,602335.77,3988735.58
32667,UDM56613,GSO,urban-suburban,602363.98,3988758.63
32668,UDM56614,GSO,urban-suburban,602349.88,3988747.1
32669,UDM56615,GSO,urban-suburban,602386.05,3988774.22
32670,UDM56617,GSO,urban-suburban,605466.93,3990534.68
32671,UDM56618,GSO,urban-suburban,605485.75,3990531.48
32672,UDM56619,GSO,urban-suburban,605548.5,3990519.27
32673,UDM56620,GSO,urban-suburban,605511.9,3990556.18
32674,UDM56621,GSO,urban-suburban,605511.65,3990536.82
32675,UDM56622,GSO,urban-suburban,605504.58,3990528.28
32676,UDM56623,GSO,urban-suburban,605530.01,3990523.2
32677,UDM56624,GSO,urban-suburban,605476.34,3990533.08
32678,UDM56628,GSO,urban-suburban,606111.21,3986505.42
32679,UDM56632,GSO,urban-suburban,606911.61,3987956.56
32680,UDM56633,GSO,urban-suburban,606913.09,3987930.98
32681,UDM56634,GSO,urban-suburban,606902.41,3987954.69
32682,UDM56636,GSO,urban-suburban,601931.61,3986887.88
32683,UDM56638,GSO,urban-suburban,604045.51,3986478.09
32684,UDM56654,GSO,urban-suburban,608073.78,3994963.91
32685,UDM56706,GSO,urban-suburban,610540.12,3991039.61
32686,UDM56707,GSO,urban-suburban,610520.34,3991040.3
32687,UDM56738,GSO,urban-suburban,605647.43,3988054.62
32688,UDM56739,GSO,urban-suburban,605630.84,3988064.55
32689,UDM56744,GSO,urban-suburban,607334.15,3987161.27
32690,UDM56745,GSO,urban-suburban,608289.78,3989564.44
32691,UDM56748,GSO,urban-suburban,608211.1,3989573.56
32692,UDM56749,GSO,urban-suburban,608259.95,3989567.67
32693,UDM56759,GSO,urban-suburban,601616.12,3989109.22
32694,UDM56762,GSO,urban-suburban,602054.15,3990815.21
32695,UDM56763,GSO,urban-suburban,602073.06,3990815.56
32696,UDM56764,GSO,urban-suburban,607390.78,3985120.26
32697,UDM56765,GSO,urban-suburban,607391.19,3985137.84
32698,UDM56767,GSO,urban-suburban,608743.61,3985461.99
32699,UDM56768,GSO,urban-suburban,608719.87,3985480.24
32700,UDM56774,GSO,urban-suburban,608597.43,3989746.95
32701,UDM56776,GSO,urban-suburban,608244.94,3987269.21
32702,UDM56777,GSO,urban-suburban,608319.63,3987269.25
32703,UDM56778,GSO,urban-suburban,608254.27,3987269.22
32704,UDM56779,GSO,urban-suburban,608225.4,3987269.28
32705,UDM56780,GSO,urban-suburban,610277.43,3990936.23
32706,UDM56782,GSO,urban-suburban,610258.06,3990937.11
32707,UDM56783,GSO,urban-suburban,610200.25,3990939.41
32708,UDM56785,GSO,urban-suburban,610267.74,3990936.67
32709,UDM56788,GSO,urban-suburban,607116.19,3984822.19
32710,UDM56789,GSO,urban-suburban,607152.44,3984823.35
32711,UDM56796,GSO,urban-suburban,609863.46,3987012.58
32712,UDM56797,GSO,urban-suburban,609827.88,3987015.41
32713,UDM56798,GSO,urban-suburban,602020.13,3987094.03
32714,UDM56799,GSO,urban-suburban,602056.65,3987055.66
32715,UDM56805,GSO,urban-suburban,604468.87,3987663.59
32716,UDM56811,GSO,urban-suburban,604913.28,3986626.53
32717,UDM56820,GSO,urban-suburban,608618.15,3987517.65
32718,UDM56822,GSO,urban-suburban,607741.95,3989277.2
32719,UDM56823,GSO,urban-suburban,607741.75,3989306.4
32720,UDM56825,GSO,urban-suburban,600545.45,3988578.2
32721,UDM56826,GSO,urban-suburban,600531.62,3988569.83
32722,UDM56827,GSO,urban-suburban,600567.4,3988596.76
32723,UDM56829,GSO,urban-suburban,600572.39,3988601.81
32724,UDM56830,GSO,urban-suburban,601321.34,3986688.23
32725,UDM56833,GSO,urban-suburban,601322.96,3986719.97
32726,UDM56834,GSO,urban-suburban,601141.42,3989583.82
32727,UDM56836,GSO,urban-suburban,601152.86,3989619.25
32728,UDM56838,GSO,urban-suburban,602097.58,3987396.26
32729,UDM56840,GSO,urban-suburban,609501.78,3989375.92
32730,UDM56843,GSO,urban-suburban,604521.21,3987286.22
32731,UDM56847,GSO,urban-suburban,604920.41,3990772.38
32732,UDM56848,GSO,urban-suburban,604948.23,3990771.97
32733,UDM56849,GSO,urban-suburban,604901.86,3990772.66
32734,UDM56850,GSO,urban-suburban,604938.96,3990772.11
32735,UDM56853,GSO,urban-suburban,608694.09,3990556.26
32736,UDM56856,GSO,urban-suburban,608876.25,3987041.62
32737,UDM56858,GSO,urban-suburban,610134.21,3987787.33
32738,UDM56861,GSO,urban-suburban,604398.43,3987726.72
32739,UDM56862,GSO,urban-suburban,604363.7,3987721.65
32740,UDM56864,GSO,urban-suburban,602329.6,3988252.93
32741,UDM56865,GSO,urban-suburban,602319.2,3988202.0
32742,UDM56870,GSO,urban-suburban,606743.01,3986712.37
32743,UDM56872,GSO,urban-suburban,608795.99,3987268.09
32744,UDM56873,GSO,urban-suburban,608759.1,3987268.16
32745,UDM56875,GSO,urban-suburban,601953.3,3990706.39
32746,UDM56876,GSO,urban-suburban,601953.01,3990716.11
32747,UDM56878,GSO,urban-suburban,601954.16,3990677.24
32748,UDM56879,GSO,urban-suburban,604345.22,3987840.75
32749,UDM56880,GSO,urban-suburban,604309.64,3987835.27
32750,UDM56883,GSO,urban-suburban,604885.92,3989570.15
32751,UDM56884,GSO,urban-suburban,604917.91,3989624.06
32752,UDM56886,GSO,urban-suburban,607353.57,3989616.11
32753,UDM56887,GSO,urban-suburban,607362.98,3989615.57
32754,UDM56889,GSO,urban-suburban,607391.18,3989613.97
32755,UDM56891,GSO,urban-suburban,607424.05,3989133.89
32756,UDM56892,GSO,urban-suburban,607459.04,3987165.3
32757,UDM56896,GSO,urban-suburban,608772.4,3990354.67
32758,UDM56898,GSO,urban-suburban,609755.69,3990805.79
32759,UDM56899,GSO,urban-suburban,609753.77,3990838.27
32760,UDM56902,GSO,urban-suburban,609537.43,3986743.59
32761,UDM56903,GSO,urban-suburban,601325.7,3987848.23
32762,UDM56905,GSO,urban-suburban,601295.35,3987865.41
32763,UDM56907,GSO,urban-suburban,602033.2,3987585.01
32764,UDM56908,GSO,urban-suburban,602082.3,3987557.7
32765,UDM56909,GSO,urban-suburban,607336.94,3988924.7
32766,UDM56910,GSO,urban-suburban,607371.84,3988938.11
32767,UDM56911,GSO,urban-suburban,607370.62,3988931.11
32768,UDM56914,GSO,urban-suburban,607309.51,3988969.77
32769,UDM56915,GSO,urban-suburban,607353.78,3988927.9
32770,UDM56925,GSO,urban-suburban,608415.58,3985345.86
32771,UDM56926,GSO,urban-suburban,608406.84,3985345.53
32772,UDM56927,GSO,urban-suburban,608451.83,3985345.08
32773,UDM56928,GSO,urban-suburban,608442.44,3985345.8
32774,UDM56930,GSO,urban-suburban,604882.64,3988154.06
32775,UDM56932,GSO,urban-suburban,604833.09,3988100.05
32776,UDM56933,GSO,urban-suburban,605699.59,3988504.12
32777,UDM56934,GSO,urban-suburban,605675.74,3988564.66
32778,UDM56938,GSO,urban-suburban,607391.6,3989266.25
32779,UDM56939,GSO,urban-suburban,607379.95,3989254.25
32780,UDM56940,GSO,urban-suburban,606626.17,3986536.06
32781,UDM56941,GSO,urban-suburban,606563.04,3986548.61
32782,UDM56943,GSO,urban-suburban,608593.87,3987268.91
32783,UDM56945,GSO,urban-suburban,608554.55,3987268.97
32784,UDM56948,GSO,urban-suburban,600065.17,3989532.64
32785,UDM56949,GSO,urban-suburban,603731.59,3986471.62
32786,UDM56955,GSO,urban-suburban,609485.08,3986883.05
32787,UDM56958,GSO,urban-suburban,602157.56,3989217.93
32788,UDM56962,GSO,urban-suburban,602745.99,3987315.41
32789,UDM56964,GSO,urban-suburban,602726.41,3987315.43
32790,UDM56965,GSO,urban-suburban,602785.14,3987315.36
32791,UDM56966,GSO,urban-suburban,602804.71,3987315.33
32792,UDM56967,GSO,urban-suburban,602727.3,3990594.14
32793,UDM56968,GSO,urban-suburban,602730.75,3990665.71
32794,UDM56970,GSO,urban-suburban,605277.83,3988558.42
32795,UDM56974,GSO,urban-suburban,610107.15,3986087.12
32796,UDM56977,GSO,urban-suburban,605747.88,3988338.7
32797,UDM56984,GSO,urban-suburban,608287.58,3986668.89
32798,UDM56985,GSO,urban-suburban,608318.08,3986687.57
32799,UDM56988,GSO,urban-suburban,608658.11,3989845.2
32800,UDM56990,GSO,urban-suburban,608628.87,3989848.45
32801,UDM56993,GSO,urban-suburban,608648.37,3989846.28
32802,UDM56994,GSO,urban-suburban,602400.28,3990884.3
32803,UDM56995,GSO,urban-suburban,602433.58,3990901.59
32804,UDM56996,GSO,urban-suburban,605966.05,3985148.32
32805,UDM56998,GSO,urban-suburban,605952.84,3985162.73
32806,UDM56999,GSO,urban-suburban,605946.23,3985169.94
32807,UDM57002,GSO,urban-suburban,604900.01,3987138.18
32808,UDM57003,GSO,urban-suburban,604890.38,3987144.61
32809,UDM57004,GSO,urban-suburban,604922.74,3988640.65
32810,UDM57005,GSO,urban-suburban,604913.47,3988657.37
32811,UDM57006,GSO,urban-suburban,604909.97,3988611.52
32812,UDM57010,GSO,urban-suburban,604785.5,3990127.78
32813,UDM57012,GSO,urban-suburban,598748.04,3989651.09
32814,UDM57013,GSO,urban-suburban,598758.27,3989704.43
32815,UDM57018,GSO,urban-suburban,608774.22,3986297.74
32816,UDM57019,GSO,urban-suburban,608726.76,3986334.33
32817,UDM57020,GSO,urban-suburban,608748.28,3986297.15
32818,UDM57021,GSO,urban-suburban,608783.01,3986297.77
32819,UDM57022,GSO,urban-suburban,609581.13,3989262.86
32820,UDM57023,GSO,urban-suburban,609596.78,3989250.08
32821,UDM57025,GSO,urban-suburban,605257.95,3987680.63
32822,UDM57026,GSO,urban-suburban,605261.06,3987638.68
32823,UDM57028,GSO,urban-suburban,604407.35,3990277.51
32824,UDM57029,GSO,urban-suburban,604398.8,3990269.76
32825,UDM57030,GSO,urban-suburban,602567.37,3988247.0
32826,UDM57043,GSO,urban-suburban,601831.83,3988448.71
32827,UDM57049,GSO,urban-suburban,609663.99,3990589.27
32828,UDM57051,GSO,urban-suburban,609638.11,3990595.01
32829,UDM57052,GSO,urban-suburban,609649.18,3990578.8
32830,UDM57053,GSO,urban-suburban,609690.04,3990522.07
32831,UDM57054,GSO,urban-suburban,604673.44,3986655.34
32832,UDM57055,GSO,urban-suburban,604676.83,3986627.98
32833,UDM57057,GSO,urban-suburban,608876.04,3987113.11
32834,UDM57058,GSO,urban-suburban,608875.94,3987148.85
32835,UDM57069,GSO,urban-suburban,607320.57,3989511.2
32836,UDM57070,GSO,urban-suburban,607299.92,3989491.42
32837,UDM57072,GSO,urban-suburban,607070.75,3987787.1
32838,UDM57074,GSO,urban-suburban,607105.74,3987811.44
32839,UDM57075,GSO,urban-suburban,607062.99,3987780.73
32840,UDM57080,GSO,urban-suburban,607592.52,3986029.55
32841,UDM57081,GSO,urban-suburban,607643.89,3985978.48
32842,UDM57082,GSO,urban-suburban,607588.9,3986038.27
32843,UDM57083,GSO,urban-suburban,607581.65,3986055.71
32844,UDM57084,GSO,urban-suburban,607625.63,3985978.11
32845,UDM57088,GSO,urban-suburban,604254.31,3987410.61
32846,UDM57089,GSO,urban-suburban,604260.6,3987449.51
32847,UDM57091,GSO,urban-suburban,604870.94,3987451.57
32848,UDM57093,GSO,urban-suburban,603048.95,3990542.3
32849,UDM57094,GSO,urban-suburban,602998.24,3990522.88
32850,UDM57095,GSO,urban-suburban,602972.98,3990511.49
32851,UDM57101,GSO,urban-suburban,603233.84,3989187.91
32852,UDM57106,GSO,urban-suburban,607713.24,3987172.7
32853,UDM57107,GSO,urban-suburban,607717.87,3987207.07
32854,UDM57108,GSO,urban-suburban,607708.81,3987166.49
32855,UDM57109,GSO,urban-suburban,600108.1,3989457.75
32856,UDM57110,GSO,urban-suburban,600125.87,3989367.52
32857,UDM57111,GSO,urban-suburban,600118.29,3989381.93
32858,UDM57112,GSO,urban-suburban,600113.21,3989395.0
32859,UDM57118,GSO,urban-suburban,604587.7,3987587.82
32860,UDM57120,GSO,urban-suburban,610273.01,3986487.98
32861,UDM57121,GSO,urban-suburban,610274.07,3986543.08
32862,UDM57123,GSO,urban-suburban,603677.94,3989438.79
32863,UDM57124,GSO,urban-suburban,603678.68,3989379.1
32864,UDM57128,GSO,urban-suburban,601588.47,3989116.17
32865,UDM57129,GSO,urban-suburban,601559.77,3989117.38
32866,UDM57130,GSO,urban-suburban,601595.19,3989114.73
32867,UDM57135,GSO,urban-suburban,602528.87,3987593.37
32868,UDM57137,GSO,urban-suburban,606879.17,3988913.97
32869,UDM57138,GSO,urban-suburban,606929.79,3988937.41
32870,UDM57141,GSO,urban-suburban,608853.1,3989806.89
32871,UDM57142,GSO,urban-suburban,608853.32,3989771.5
32872,UDM57147,GSO,urban-suburban,605022.85,3989270.62
32873,UDM57148,GSO,urban-suburban,605055.86,3989254.35
32874,UDM57155,GSO,urban-suburban,607470.87,3987334.41
32875,UDM57156,GSO,urban-suburban,607470.66,3987324.44
32876,UDM57157,GSO,urban-suburban,607470.26,3987304.49
32877,UDM57158,GSO,urban-suburban,607468.43,3987214.72
32878,UDM57160,GSO,urban-suburban,607470.06,3987294.51
32879,UDM57164,GSO,urban-suburban,608020.88,3987270.04
32880,UDM57165,GSO,urban-suburban,608050.0,3987269.92
32881,UDM57166,GSO,urban-suburban,608030.58,3987270.0
32882,UDM57169,GSO,urban-suburban,602005.6,3989189.94
32883,UDM57170,GSO,urban-suburban,602075.93,3989245.3
32884,UDM57171,GSO,urban-suburban,602060.03,3989241.35
32885,UDM57173,GSO,urban-suburban,610370.09,3987554.41
32886,UDM57174,GSO,urban-suburban,610310.6,3987555.27
32887,UDM57176,GSO,urban-suburban,610250.4,3990048.88
32888,UDM57177,GSO,urban-suburban,610307.11,3990004.51
32889,UDM57178,GSO,urban-suburban,610292.93,3990015.6
32890,UDM57180,GSO,urban-suburban,610264.58,3990037.79
32891,UDM57183,GSO,urban-suburban,605611.08,3987610.77
32892,UDM57184,GSO,urban-suburban,605513.57,3987613.48
32893,UDM57187,GSO,urban-suburban,605630.58,3987610.22
32894,UDM57188,GSO,urban-suburban,605650.08,3987609.68
