,斯坦纳点名称,区域,子区域,x,y
6075,UDM5429,GSO,urban-suburban,611108.03,3993095.45
6076,UDM5430,GSO,urban-suburban,611107.24,3993076.54
6077,UDM5432,GSO,urban-suburban,611166.59,3992823.67
6078,UDM5433,GSO,urban-suburban,611128.49,3992834.31
6079,UDM5434,GSO,urban-suburban,611129.79,3992816.68
6080,UDM5435,GSO,urban-suburban,610816.14,3992070.91
6081,UDM5436,GSO,urban-suburban,610808.87,3992103.1
6082,UDM5437,GSO,urban-suburban,610804.86,3992036.42
6083,UDM5438,GSO,urban-suburban,610834.1,3992062.76
6084,UDM5439,GSO,urban-suburban,610806.01,3992055.7
6085,UDM5440,GSO,urban-suburban,610791.77,3992081.45
6086,UDM5441,GSO,urban-suburban,610696.56,3992221.95
6087,UDM5442,GSO,urban-suburban,610730.99,3992289.16
6088,UDM5443,GSO,urban-suburban,610697.23,3992231.67
6089,UDM5444,GSO,urban-suburban,610705.25,3992357.38
6090,UDM5447,GSO,urban-suburban,610775.35,3992394.3
6091,UDM5448,GSO,urban-suburban,610765.67,3992394.53
6092,UDM5449,GSO,urban-suburban,610693.23,3992173.35
6093,UDM5450,GSO,urban-suburban,610694.56,3992192.79
6094,UDM5452,GSO,urban-suburban,610660.27,3992125.96
6095,UDM5453,GSO,urban-suburban,610630.64,3992127.17
6096,UDM5454,GSO,urban-suburban,610640.52,3992126.77
6097,UDM5455,GSO,urban-suburban,610688.57,3992105.35
6098,UDM5458,GSO,urban-suburban,610620.77,3992127.57
6099,UDM5460,GSO,urban-suburban,610715.83,3992568.41
6100,UDM5461,GSO,urban-suburban,610711.03,3992464.44
6101,UDM5462,GSO,urban-suburban,610629.05,3992398.37
6102,UDM5463,GSO,urban-suburban,610536.02,3992401.65
6103,UDM5464,GSO,urban-suburban,610686.57,3992076.23
6104,UDM5465,GSO,urban-suburban,610684.58,3992047.12
6105,UDM5467,GSO,urban-suburban,610726.38,3992109.66
6106,UDM5468,GSO,urban-suburban,610685.25,3992056.82
6107,UDM5471,GSO,urban-suburban,610979.99,3992771.82
6108,UDM5472,GSO,urban-suburban,610642.02,3992292.23
6109,UDM5473,GSO,urban-suburban,610602.55,3992293.73
6110,UDM5475,GSO,urban-suburban,610880.79,3992391.22
6111,UDM5476,GSO,urban-suburban,610852.4,3992392.25
6112,UDM5477,GSO,urban-suburban,610861.86,3992391.9
6113,UDM5478,GSO,urban-suburban,610890.25,3992390.87
6114,UDM5480,GSO,urban-suburban,610992.25,3992339.47
6115,UDM5481,GSO,urban-suburban,610937.57,3992389.16
6116,UDM5483,GSO,urban-suburban,610804.41,3992393.62
6117,UDM5484,GSO,urban-suburban,610736.61,3992395.21
6118,UDM5485,GSO,urban-suburban,610823.79,3992393.16
6119,UDM5487,GSO,urban-suburban,610841.3,3992489.03
6120,UDM5488,GSO,urban-suburban,610861.11,3992488.29
6121,UDM5490,GSO,urban-suburban,610801.68,3992490.5
6122,UDM5493,GSO,urban-suburban,610949.35,3992111.55
6123,UDM5496,GSO,urban-suburban,611018.88,3992060.51
6124,UDM5497,GSO,urban-suburban,610919.85,3992133.4
6125,UDM5504,GSO,urban-suburban,611053.7,3992280.19
6126,UDM5505,GSO,urban-suburban,611094.93,3992304.06
6127,UDM5506,GSO,urban-suburban,611084.57,3992336.66
6128,UDM5512,GSO,urban-suburban,610813.59,3992176.93
6129,UDM5513,GSO,urban-suburban,610860.87,3992177.11
6130,UDM5516,GSO,urban-suburban,610918.64,3992389.85
6131,UDM5517,GSO,urban-suburban,610956.49,3992388.47
6132,UDM5518,GSO,urban-suburban,610909.18,3992390.19
6133,UDM5519,GSO,urban-suburban,610965.96,3992388.13
6134,UDM5520,GSO,urban-suburban,610702.95,3992318.87
6135,UDM5523,GSO,urban-suburban,610858.7,3992284.71
6136,UDM5524,GSO,urban-suburban,610803.21,3992286.15
6137,UDM5525,GSO,urban-suburban,611267.2,3992535.85
6138,UDM5528,GSO,urban-suburban,611197.01,3992608.87
6139,UDM5529,GSO,urban-suburban,611197.82,3992591.98
6140,UDM5530,GSO,urban-suburban,611197.67,3992632.86
6141,UDM5531,GSO,urban-suburban,611197.13,3992625.09
6142,UDM5532,GSO,urban-suburban,611198.64,3992575.09
6143,UDM5533,GSO,urban-suburban,611225.57,3992666.0
6144,UDM5535,GSO,urban-suburban,611288.81,3992592.11
6145,UDM5536,GSO,urban-suburban,611289.91,3992628.16
6146,UDM5537,GSO,urban-suburban,611306.7,3992609.98
6147,UDM5538,GSO,urban-suburban,611215.94,3992433.53
6148,UDM5540,GSO,urban-suburban,611186.86,3992433.7
6149,UDM5541,GSO,urban-suburban,611235.32,3992433.43
6150,UDM5542,GSO,urban-suburban,611157.79,3992433.86
6151,UDM5543,GSO,urban-suburban,611206.25,3992433.59
6152,UDM5544,GSO,urban-suburban,611177.17,3992433.75
6153,UDM5545,GSO,urban-suburban,611167.48,3992433.81
6154,UDM5546,GSO,urban-suburban,611225.63,3992433.48
6155,UDM5548,GSO,urban-suburban,611245.02,3992433.37
6156,UDM5550,GSO,urban-suburban,610914.85,3992283.68
6157,UDM5551,GSO,urban-suburban,610952.29,3992283.0
6158,UDM5552,GSO,urban-suburban,610896.14,3992284.03
6159,UDM5554,GSO,urban-suburban,611233.48,3992238.03
6160,UDM5558,GSO,urban-suburban,611126.69,3992158.88
6161,UDM5559,GSO,urban-suburban,611123.01,3992124.41
6162,UDM5562,GSO,urban-suburban,610749.05,3992288.4
6163,UDM5563,GSO,urban-suburban,610785.15,3992286.9
6164,UDM5568,GSO,urban-suburban,611199.97,3992561.23
6165,UDM5569,GSO,urban-suburban,611218.97,3992537.12
6166,UDM5572,GSO,urban-suburban,611292.41,3992711.51
6167,UDM5573,GSO,urban-suburban,611290.99,3992681.42
6168,UDM5574,GSO,urban-suburban,611293.12,3992726.55
6169,UDM5576,GSO,urban-suburban,611548.32,3992697.06
6170,UDM5577,GSO,urban-suburban,611547.24,3992658.86
6171,UDM5579,GSO,urban-suburban,611551.01,3992792.55
6172,UDM5583,GSO,urban-suburban,611549.93,3992754.35
6173,UDM5584,GSO,urban-suburban,611535.0,3992824.33
6174,UDM5586,GSO,urban-suburban,611568.51,3992836.3
6175,UDM5587,GSO,urban-suburban,611460.7,3992643.66
6176,UDM5588,GSO,urban-suburban,611459.96,3992624.28
6177,UDM5590,GSO,urban-suburban,611462.19,3992682.42
6178,UDM5594,GSO,urban-suburban,611323.86,3992609.55
6179,UDM5595,GSO,urban-suburban,611377.13,3992679.99
6180,UDM5597,GSO,urban-suburban,611376.23,3992644.13
6181,UDM5599,GSO,urban-suburban,611462.94,3992701.8
6182,UDM5602,GSO,urban-suburban,611465.17,3992759.94
6183,UDM5603,GSO,urban-suburban,611431.75,3992787.08
6184,UDM5605,GSO,urban-suburban,611463.68,3992721.18
6185,UDM5609,GSO,urban-suburban,611548.86,3992716.15
6186,UDM5610,GSO,urban-suburban,611546.71,3992639.76
6187,UDM5611,GSO,urban-suburban,611549.39,3992735.25
6188,UDM5615,GSO,urban-suburban,611546.17,3992620.66
6189,UDM5616,GSO,urban-suburban,611378.49,3992733.78
6190,UDM5618,GSO,urban-suburban,611396.85,3992775.45
6191,UDM5619,GSO,urban-suburban,611377.58,3992697.92
6192,UDM5622,GSO,urban-suburban,611139.35,3992193.24
6193,UDM5623,GSO,urban-suburban,611166.29,3992192.9
6194,UDM5624,GSO,urban-suburban,611528.35,3992602.23
6195,UDM5626,GSO,urban-suburban,611544.65,3992563.13
6196,UDM5627,GSO,urban-suburban,611425.66,3992606.25
6197,UDM5631,GSO,urban-suburban,611500.83,3992811.52
6198,UDM5633,GSO,urban-suburban,611348.47,3992340.08
6199,UDM5634,GSO,urban-suburban,611378.2,3992338.91
6200,UDM5636,GSO,urban-suburban,611388.12,3992338.52
6201,UDM5637,GSO,urban-suburban,611358.38,3992339.69
6202,UDM5639,GSO,urban-suburban,611398.03,3992338.12
6203,UDM5640,GSO,urban-suburban,611426.07,3992462.14
6204,UDM5641,GSO,urban-suburban,611444.72,3992463.05
6205,UDM5642,GSO,urban-suburban,611455.51,3992464.07
6206,UDM5643,GSO,urban-suburban,611457.09,3992479.18
6207,UDM5645,GSO,urban-suburban,611458.42,3992545.57
6208,UDM5646,GSO,urban-suburban,611457.73,3992507.14
6209,UDM5650,GSO,urban-suburban,611457.94,3992516.47
6210,UDM5652,GSO,urban-suburban,611457.52,3992497.82
6211,UDM5653,GSO,urban-suburban,611540.26,3992390.2
6212,UDM5654,GSO,urban-suburban,611541.72,3992447.84
6213,UDM5655,GSO,urban-suburban,611539.77,3992370.98
6214,UDM5659,GSO,urban-suburban,611542.7,3992486.27
6215,UDM5661,GSO,urban-suburban,611543.68,3992524.7
6216,UDM5664,GSO,urban-suburban,605008.78,3996597.62
6217,UDM5665,GSO,urban-suburban,605068.08,3996639.84
6218,UDM5666,GSO,urban-suburban,605000.84,3996592.12
6219,UDM5668,GSO,urban-suburban,604833.97,3996451.31
6220,UDM5670,GSO,urban-suburban,604769.77,3996770.74
6221,UDM5672,GSO,urban-suburban,604754.64,3996782.86
6222,UDM5674,GSO,urban-suburban,604800.04,3996746.5
6223,UDM5676,GSO,urban-suburban,604792.47,3996752.56
6224,UDM5677,GSO,urban-suburban,604739.5,3996794.98
6225,UDM5679,GSO,urban-suburban,604716.8,3996813.17
6226,UDM5681,GSO,urban-suburban,604914.48,3996369.46
6227,UDM5682,GSO,urban-suburban,604919.9,3996424.11
6228,UDM5685,GSO,urban-suburban,604918.09,3996405.9
6229,UDM5688,GSO,urban-suburban,604912.67,3996351.25
6230,UDM5689,GSO,urban-suburban,604910.86,3996333.03
6231,UDM5690,GSO,urban-suburban,604891.73,3996659.49
6232,UDM5691,GSO,urban-suburban,604885.02,3996666.48
6233,UDM5692,GSO,urban-suburban,604913.6,3996632.38
6234,UDM5693,GSO,urban-suburban,604898.44,3996652.5
6235,UDM5694,GSO,urban-suburban,604908.54,3996639.09
6236,UDM5695,GSO,urban-suburban,604923.96,3996618.04
6237,UDM5698,GSO,urban-suburban,604896.24,3996490.11
6238,UDM5700,GSO,urban-suburban,604916.02,3996462.12
6239,UDM5703,GSO,urban-suburban,604815.87,3996373.62
6240,UDM5704,GSO,urban-suburban,604820.39,3996393.04
6241,UDM5706,GSO,urban-suburban,604829.45,3996431.89
6242,UDM5709,GSO,urban-suburban,605115.05,3996675.79
6243,UDM5710,GSO,urban-suburban,605123.53,3996733.28
6244,UDM5711,GSO,urban-suburban,604953.36,3996748.9
6245,UDM5712,GSO,urban-suburban,604940.02,3996762.15
6246,UDM5713,GSO,urban-suburban,605002.17,3996687.66
6247,UDM5714,GSO,urban-suburban,604996.38,3996695.47
6248,UDM5715,GSO,urban-suburban,604990.59,3996703.29
6249,UDM5717,GSO,urban-suburban,604946.69,3996755.53
6250,UDM5718,GSO,urban-suburban,604844.22,3996708.01
6251,UDM5719,GSO,urban-suburban,604836.96,3996714.6
6252,UDM5720,GSO,urban-suburban,604864.9,3996687.44
6253,UDM5721,GSO,urban-suburban,604871.61,3996680.45
6254,UDM5725,GSO,urban-suburban,604938.46,3996907.84
6255,UDM5727,GSO,urban-suburban,604862.73,3996966.68
6256,UDM5728,GSO,urban-suburban,604917.31,3996925.53
6257,UDM5730,GSO,urban-suburban,604980.77,3996872.46
6258,UDM5731,GSO,urban-suburban,604899.99,3996801.91
6259,UDM5732,GSO,urban-suburban,604920.01,3996782.03
6260,UDM5734,GSO,urban-suburban,604913.34,3996788.65
6261,UDM5736,GSO,urban-suburban,604871.2,3996826.24
6262,UDM5737,GSO,urban-suburban,604797.45,3996885.26
6263,UDM5738,GSO,urban-suburban,604841.7,3996849.85
6264,UDM5740,GSO,urban-suburban,604856.45,3996838.04
6265,UDM5742,GSO,urban-suburban,604901.71,3996937.28
6266,UDM5743,GSO,urban-suburban,604870.52,3996960.8
6267,UDM5744,GSO,urban-suburban,604878.32,3996954.92
6268,UDM5745,GSO,urban-suburban,604893.92,3996943.16
6269,UDM5750,GSO,urban-suburban,605103.24,3996549.69
6270,UDM5752,GSO,urban-suburban,605114.19,3996534.61
6271,UDM5753,GSO,urban-suburban,605092.29,3996564.78
6272,UDM5754,GSO,urban-suburban,605136.49,3996500.1
6273,UDM5755,GSO,urban-suburban,605119.11,3996527.86
6274,UDM5756,GSO,urban-suburban,605161.82,3996368.65
6275,UDM5759,GSO,urban-suburban,605308.65,3996403.43
6276,UDM5760,GSO,urban-suburban,605302.39,3996431.05
6277,UDM5761,GSO,urban-suburban,605300.08,3996440.7
6278,UDM5762,GSO,urban-suburban,605295.47,3996459.98
6279,UDM5763,GSO,urban-suburban,605287.89,3996488.41
6280,UDM5765,GSO,urban-suburban,605306.67,3996412.42
6281,UDM5768,GSO,urban-suburban,605144.04,3996485.82
6282,UDM5769,GSO,urban-suburban,605504.3,3996923.38
6283,UDM5770,GSO,urban-suburban,605501.17,3996896.31
6284,UDM5771,GSO,urban-suburban,605490.28,3996910.45
6285,UDM5772,GSO,urban-suburban,605525.32,3996942.77
6286,UDM5773,GSO,urban-suburban,605518.31,3996936.31
6287,UDM5774,GSO,urban-suburban,605515.93,3996862.2
6288,UDM5775,GSO,urban-suburban,605124.02,3996521.12
6289,UDM5776,GSO,urban-suburban,605147.33,3996473.93
6290,UDM5777,GSO,urban-suburban,605128.93,3996514.37
6291,UDM5778,GSO,urban-suburban,605251.55,3996338.11
6292,UDM5781,GSO,urban-suburban,605022.15,3996834.86
6293,UDM5782,GSO,urban-suburban,605001.69,3996854.22
6294,UDM5783,GSO,urban-suburban,605035.79,3996821.96
6295,UDM5784,GSO,urban-suburban,605049.43,3996809.05
6296,UDM5785,GSO,urban-suburban,605042.61,3996815.5
6297,UDM5786,GSO,urban-suburban,605015.33,3996841.31
6298,UDM5788,GSO,urban-suburban,605221.23,3996624.51
6299,UDM5789,GSO,urban-suburban,605236.91,3996600.98
6300,UDM5790,GSO,urban-suburban,605241.28,3996593.08
6301,UDM5791,GSO,urban-suburban,605209.94,3996639.86
6302,UDM5792,GSO,urban-suburban,605226.46,3996616.67
6303,UDM5797,GSO,urban-suburban,601426.82,3993926.68
6304,UDM5798,GSO,urban-suburban,601551.74,3993964.7
6305,UDM5802,GSO,urban-suburban,601553.43,3994000.95
6306,UDM5803,GSO,urban-suburban,601555.12,3994037.2
6307,UDM5805,GSO,urban-suburban,601555.96,3994055.33
6308,UDM5807,GSO,urban-suburban,601553.43,3994000.95
6309,UDM5810,GSO,urban-suburban,601556.81,3994073.45
6310,UDM5812,GSO,urban-suburban,601417.46,3994074.92
6311,UDM5813,GSO,urban-suburban,601477.95,3994087.58
6312,UDM5814,GSO,urban-suburban,601492.72,3994089.57
6313,UDM5817,GSO,urban-suburban,601416.15,3993958.7
6314,UDM5818,GSO,urban-suburban,601421.48,3993942.69
6315,UDM5824,GSO,urban-suburban,601421.48,3993942.69
6316,UDM5827,GSO,urban-suburban,601363.92,3993989.33
6317,UDM5836,GSO,urban-suburban,600056.18,3992159.19
6318,UDM5837,GSO,urban-suburban,600040.56,3992156.4
6319,UDM5845,GSO,urban-suburban,600025.38,3992181.96
6320,UDM5846,GSO,urban-suburban,600020.1,3992191.06
6321,UDM5847,GSO,urban-suburban,600056.18,3992159.19
6322,UDM5849,GSO,urban-suburban,600087.41,3992164.76
6323,UDM5852,GSO,urban-suburban,600071.11,3992196.19
6324,UDM5853,GSO,urban-suburban,600056.18,3992159.19
6325,UDM5855,GSO,urban-suburban,600011.76,3992203.61
6326,UDM5860,GSO,urban-suburban,600041.8,3992211.83
6327,UDM5863,GSO,urban-suburban,600009.34,3992250.17
6328,UDM5865,GSO,urban-suburban,600064.4,3992208.31
6329,UDM5867,GSO,urban-suburban,599870.21,3992177.14
6330,UDM5869,GSO,urban-suburban,599863.01,3992192.67
6331,UDM5874,GSO,urban-suburban,599838.93,3992218.94
6332,UDM5876,GSO,urban-suburban,599852.58,3992206.6
6333,UDM5877,GSO,urban-suburban,599859.41,3992200.43
6334,UDM5878,GSO,urban-suburban,599870.41,3992152.07
6335,UDM5879,GSO,urban-suburban,599870.34,3992160.43
6336,UDM5880,GSO,urban-suburban,599870.28,3992168.79
6337,UDM5881,GSO,urban-suburban,599833.63,3992131.05
6338,UDM5883,GSO,urban-suburban,599794.25,3992190.53
6339,UDM5886,GSO,urban-suburban,599795.42,3992210.1
6340,UDM5887,GSO,urban-suburban,599825.89,3992225.3
6341,UDM5891,GSO,urban-suburban,599811.77,3992228.88
6342,UDM5892,GSO,urban-suburban,599804.18,3992229.28
6343,UDM5893,GSO,urban-suburban,599790.78,3992186.76
6344,UDM5894,GSO,urban-suburban,599786.35,3992185.18
6345,UDM5896,GSO,urban-suburban,599772.03,3992186.2
6346,UDM5897,GSO,urban-suburban,599756.81,3992231.76
6347,UDM5898,GSO,urban-suburban,599781.09,3992230.49
6348,UDM5899,GSO,urban-suburban,599773.34,3992230.89
6349,UDM5902,GSO,urban-suburban,599765.73,3992212.27
6350,UDM5904,GSO,urban-suburban,599765.86,3992193.24
6351,UDM5905,GSO,urban-suburban,599739.07,3992256.41
6352,UDM5906,GSO,urban-suburban,599739.25,3992232.67
6353,UDM5907,GSO,urban-suburban,599739.19,3992240.59
6354,UDM5911,GSO,urban-suburban,604131.26,3994120.3
6355,UDM5912,GSO,urban-suburban,604131.59,3994129.68
6356,UDM5913,GSO,urban-suburban,604130.27,3994092.17
6357,UDM5914,GSO,urban-suburban,604129.94,3994082.79
6358,UDM5915,GSO,urban-suburban,604141.2,3994128.66
6359,UDM5916,GSO,urban-suburban,604139.1,3994072.99
6360,UDM5918,GSO,urban-suburban,604090.94,3994108.79
6361,UDM5919,GSO,urban-suburban,604053.34,3994101.41
6362,UDM5920,GSO,urban-suburban,604074.36,3994113.08
6363,UDM5923,GSO,urban-suburban,604057.79,3994117.38
6364,UDM5924,GSO,urban-suburban,604045.14,3994123.18
6365,UDM5925,GSO,urban-suburban,604051.59,3994121.11
6366,UDM5926,GSO,urban-suburban,604091.63,3994057.76
6367,UDM5927,GSO,urban-suburban,604051.24,3994073.23
6368,UDM5928,GSO,urban-suburban,604130.17,3994186.35
6369,UDM5929,GSO,urban-suburban,604121.85,3994189.47
6370,UDM5930,GSO,urban-suburban,604102.6,3994196.01
6371,UDM5931,GSO,urban-suburban,604094.64,3994198.53
6372,UDM5932,GSO,urban-suburban,604078.73,3994203.58
6373,UDM5933,GSO,urban-suburban,604070.78,3994206.11
6374,UDM5934,GSO,urban-suburban,604142.54,3994164.44
6375,UDM5935,GSO,urban-suburban,604053.72,3994211.18
6376,UDM5936,GSO,urban-suburban,604044.62,3994213.74
6377,UDM5938,GSO,urban-suburban,604035.52,3994216.29
6378,UDM5939,GSO,urban-suburban,603949.17,3994225.42
6379,UDM5940,GSO,urban-suburban,604000.07,3994225.41
6380,UDM5941,GSO,urban-suburban,603937.38,3994186.73
6381,UDM5942,GSO,urban-suburban,603939.47,3994194.18
6382,UDM5943,GSO,urban-suburban,603993.05,3994227.44
6383,UDM5944,GSO,urban-suburban,603977.96,3994232.4
6384,UDM5947,GSO,urban-suburban,604024.72,3994129.3
6385,UDM5950,GSO,urban-suburban,604025.32,3994083.71
6386,UDM5951,GSO,urban-suburban,604016.23,3994087.32
6387,UDM5953,GSO,urban-suburban,603977.84,3994100.9
6388,UDM5955,GSO,urban-suburban,603934.59,3994110.7
6389,UDM5956,GSO,urban-suburban,603925.39,3994143.8
6390,UDM5958,GSO,urban-suburban,603930.19,3994160.97
6391,UDM5959,GSO,urban-suburban,603932.58,3994169.56
6392,UDM5962,GSO,urban-suburban,606513.83,3995311.4
6393,UDM5963,GSO,urban-suburban,606531.79,3995278.13
6394,UDM5969,GSO,urban-suburban,606558.71,3995228.24
6395,UDM5971,GSO,urban-suburban,606567.69,3995211.6
6396,UDM5977,GSO,urban-suburban,605871.89,3988185.07
6397,UDM5978,GSO,urban-suburban,605925.73,3988138.22
6398,UDM5979,GSO,urban-suburban,605764.82,3988560.13
6399,UDM5981,GSO,urban-suburban,605700.36,3988522.43
6400,UDM5983,GSO,urban-suburban,606594.46,3988844.39
6401,UDM5986,GSO,urban-suburban,606615.02,3988620.14
6402,UDM5988,GSO,urban-suburban,606580.31,3988628.66
6403,UDM5989,GSO,urban-suburban,606649.72,3988611.61
6404,UDM5990,GSO,urban-suburban,606562.96,3988632.93
6405,UDM5993,GSO,urban-suburban,605810.04,3988714.67
6406,UDM5994,GSO,urban-suburban,605889.01,3988715.16
6407,UDM5999,GSO,urban-suburban,605904.04,3988279.05
6408,UDM6000,GSO,urban-suburban,605863.59,3988243.65
6409,UDM6001,GSO,urban-suburban,605809.53,3988697.98
6410,UDM6004,GSO,urban-suburban,606622.56,3988838.33
6411,UDM6006,GSO,urban-suburban,606641.46,3988834.57
6412,UDM6008,GSO,urban-suburban,606566.85,3988851.26
6413,UDM6010,GSO,urban-suburban,606679.25,3988827.04
6414,UDM6011,GSO,urban-suburban,606760.9,3988811.35
6415,UDM6012,GSO,urban-suburban,606726.49,3988817.63
6416,UDM6013,GSO,urban-suburban,606688.7,3988825.16
6417,UDM6014,GSO,urban-suburban,606698.14,3988823.28
6418,UDM6016,GSO,urban-suburban,605728.52,3988447.32
6419,UDM6024,GSO,urban-suburban,606539.17,3988752.01
6420,UDM6025,GSO,urban-suburban,606500.14,3988760.33
6421,UDM6026,GSO,urban-suburban,606509.9,3988758.25
6422,UDM6027,GSO,urban-suburban,606644.8,3989056.93
6423,UDM6030,GSO,urban-suburban,606510.61,3988863.04
6424,UDM6031,GSO,urban-suburban,606529.53,3988859.45
6425,UDM6033,GSO,urban-suburban,606646.49,3988729.11
6426,UDM6034,GSO,urban-suburban,606701.18,3988718.14
6427,UDM6037,GSO,urban-suburban,606597.71,3988739.52
6428,UDM6039,GSO,urban-suburban,606710.17,3988716.37
6429,UDM6040,GSO,urban-suburban,605738.32,3988631.36
6430,UDM6042,GSO,urban-suburban,606632.37,3988615.87
6431,UDM6043,GSO,urban-suburban,606717.65,3988577.07
6432,UDM6045,GSO,urban-suburban,606626.98,3988733.27
6433,UDM6047,GSO,urban-suburban,606617.22,3988735.35
6434,UDM6050,GSO,urban-suburban,606587.95,3988741.6
6435,UDM6051,GSO,urban-suburban,606558.68,3988747.84
6436,UDM6052,GSO,urban-suburban,606578.19,3988743.68
6437,UDM6053,GSO,urban-suburban,605694.93,3988636.51
6438,UDM6054,GSO,urban-suburban,605631.57,3988715.0
6439,UDM6058,GSO,urban-suburban,606326.44,3988844.06
6440,UDM6062,GSO,urban-suburban,606114.59,3988827.18
6441,UDM6066,GSO,urban-suburban,606130.04,3988920.45
6442,UDM6067,GSO,urban-suburban,606152.86,3988918.28
6443,UDM6068,GSO,urban-suburban,606171.3,3988921.22
6444,UDM6070,GSO,urban-suburban,606103.05,3988932.1
6445,UDM6071,GSO,urban-suburban,606116.54,3988926.27
6446,UDM6075,GSO,urban-suburban,606337.33,3988841.64
6447,UDM6076,GSO,urban-suburban,608752.25,3996151.22
6448,UDM6077,GSO,urban-suburban,608753.5,3996207.19
6449,UDM6078,GSO,urban-suburban,609063.99,3996205.15
6450,UDM6080,GSO,urban-suburban,609077.36,3996172.22
6451,UDM6082,GSO,urban-suburban,608750.57,3996076.6
6452,UDM6083,GSO,urban-suburban,608910.23,3996240.67
6453,UDM6084,GSO,urban-suburban,608929.74,3996240.24
6454,UDM6085,GSO,urban-suburban,608980.66,3996245.65
6455,UDM6086,GSO,urban-suburban,608997.11,3996252.8
6456,UDM6088,GSO,urban-suburban,608640.79,3996036.4
6457,UDM6090,GSO,urban-suburban,608588.89,3996039.18
6458,UDM6092,GSO,urban-suburban,608821.64,3996029.35
6459,UDM6093,GSO,urban-suburban,608785.26,3996030.22
6460,UDM6097,GSO,urban-suburban,608618.93,3996389.7
6461,UDM6098,GSO,urban-suburban,608635.67,3996368.39
6462,UDM6100,GSO,urban-suburban,608735.02,3996392.01
6463,UDM6101,GSO,urban-suburban,608744.72,3996358.98
6464,UDM6102,GSO,urban-suburban,608873.02,3996342.54
6465,UDM6103,GSO,urban-suburban,608863.26,3996368.66
6466,UDM6105,GSO,urban-suburban,608902.29,3996264.18
6467,UDM6107,GSO,urban-suburban,608886.03,3996307.72
6468,UDM6108,GSO,urban-suburban,608882.77,3996316.42
6469,UDM6109,GSO,urban-suburban,608965.89,3996455.75
6470,UDM6111,GSO,urban-suburban,609010.71,3996353.75
6471,UDM6112,GSO,urban-suburban,609000.43,3996383.35
6472,UDM6113,GSO,urban-suburban,608973.85,3996440.16
6473,UDM6115,GSO,urban-suburban,608989.78,3996408.96
6474,UDM6116,GSO,urban-suburban,608824.18,3996470.42
6475,UDM6117,GSO,urban-suburban,608836.4,3996437.91
6476,UDM6124,GSO,urban-suburban,608884.65,3996653.61
6477,UDM6125,GSO,urban-suburban,608900.27,3996621.18
6478,UDM6126,GSO,urban-suburban,609436.34,3996313.35
6479,UDM6128,GSO,urban-suburban,609454.94,3996294.54
6480,UDM6130,GSO,urban-suburban,609428.95,3996355.39
6481,UDM6132,GSO,urban-suburban,609433.98,3996322.03
6482,UDM6133,GSO,urban-suburban,609425.64,3996390.9
6483,UDM6136,GSO,urban-suburban,609423.41,3996407.99
6484,UDM6138,GSO,urban-suburban,609428.06,3996363.62
6485,UDM6139,GSO,urban-suburban,609429.84,3996347.16
6486,UDM6142,GSO,urban-suburban,609412.52,3996019.74
6487,UDM6143,GSO,urban-suburban,609448.81,3996208.92
6488,UDM6144,GSO,urban-suburban,609472.86,3996255.43
6489,UDM6146,GSO,urban-suburban,609395.16,3996208.92
6490,UDM6147,GSO,urban-suburban,609412.11,3996206.31
6491,UDM6148,GSO,urban-suburban,609356.56,3996213.84
6492,UDM6149,GSO,urban-suburban,609379.15,3996211.13
6493,UDM6152,GSO,urban-suburban,609371.62,3996212.03
6494,UDM6153,GSO,urban-suburban,609429.07,3996203.7
6495,UDM6154,GSO,urban-suburban,609469.14,3996282.66
6496,UDM6157,GSO,urban-suburban,609427.07,3996577.54
6497,UDM6158,GSO,urban-suburban,609369.96,3996582.0
6498,UDM6159,GSO,urban-suburban,609455.5,3996575.17
6499,UDM6161,GSO,urban-suburban,609536.04,3993989.35
6500,UDM6162,GSO,urban-suburban,609554.65,3993988.66
6501,UDM6163,GSO,urban-suburban,609549.04,3993501.73
6502,UDM6166,GSO,urban-suburban,609552.36,3993539.57
6503,UDM6167,GSO,urban-suburban,609547.4,3993483.07
6504,UDM6168,GSO,urban-suburban,609546.57,3993473.74
6505,UDM6169,GSO,urban-suburban,609544.93,3993455.09
6506,UDM6171,GSO,urban-suburban,609544.1,3993445.76
6507,UDM6172,GSO,urban-suburban,609451.07,3993759.78
6508,UDM6173,GSO,urban-suburban,609454.58,3993837.22
6509,UDM6177,GSO,urban-suburban,609454.14,3993827.54
6510,UDM6178,GSO,urban-suburban,609451.95,3993779.14
6511,UDM6179,GSO,urban-suburban,609509.33,3993706.54
6512,UDM6182,GSO,urban-suburban,609465.83,3993710.07
6513,UDM6183,GSO,urban-suburban,609482.78,3993708.77
6514,UDM6185,GSO,urban-suburban,609452.83,3993798.5
6515,UDM6186,GSO,urban-suburban,609455.45,3993856.58
6516,UDM6187,GSO,urban-suburban,609453.26,3993808.18
6517,UDM6189,GSO,urban-suburban,609559.04,3993616.27
6518,UDM6190,GSO,urban-suburban,609561.54,3993645.04
6519,UDM6192,GSO,urban-suburban,609563.21,3993664.22
6520,UDM6193,GSO,urban-suburban,609559.87,3993625.86
6521,UDM6196,GSO,urban-suburban,609445.31,3993662.21
6522,UDM6198,GSO,urban-suburban,609547.77,3993702.84
6523,UDM6200,GSO,urban-suburban,609457.2,3993895.3
6524,UDM6201,GSO,urban-suburban,609458.52,3993924.35
