Node_A,Node_B,
SM1     ,SM6     ,
SM11    ,SM17    ,
SM11    ,SM14    ,
SM14    ,SM18    ,
SM840   ,SM836   ,
SM840   ,SM855   ,
SM840   ,SM865   ,
SM840   ,SM893   ,
SM840   ,SM907   ,
SM840   ,SM918   ,
SM7588  ,SM7592  ,
SM7588  ,SM7770  ,
SM7770  ,SM7774  ,
SM16902 ,SM16783 ,
SM16902 ,SM16831 ,
SM30818 ,SM30780 ,
SM30818 ,SM31231 ,
SM31231 ,SM31152 ,
SM31231 ,SM31253 ,
SM32094 ,SM32070 ,
SM32348 ,SM32343 ,
SM32355 ,SM32346 ,
SM32355 ,SM32351 ,
SM32352 ,SM32349 ,
SM32352 ,SM32340 ,
SM26235 ,SM26243 ,
SM26235 ,SM26210 ,
SM26235 ,SM26195 ,
SM26235 ,SM26167 ,
SM26235 ,SM26057 ,
SM26235 ,SM25960 ,
SM14375 ,SM14383 ,
SM9288  ,SM9330  ,
SM9288  ,SM9357  ,
SM5445  ,SM6034  ,
SM5445  ,SM5475  ,
SM5445  ,SM5395  ,
SM4339  ,SM4398  ,
SM4339  ,SM4364  ,
SM2067  ,SM2103  ,
SM2     ,SM5     ,
SM2     ,SM3     ,
SM1     ,SM4     ,
SM6     ,SM10    ,
SM125   ,SM137   ,
SM187   ,SM200   ,
SM90    ,SM95    ,
SM90    ,SM87    ,
SM87    ,SM88    ,
SM87    ,SM81    ,
SM81    ,SM83    ,
SM81    ,SM75    ,
SM75    ,SM80    ,
SM75    ,SM73    ,
SM73    ,SM74    ,
SM73    ,SM67    ,
SM67    ,SM72    ,
SM67    ,SM62    ,
SM62    ,SM66    ,
SM62    ,SM59    ,
SM59    ,SM60    ,
SM59    ,SM53    ,
SM53    ,SM55    ,
SM53    ,SM49    ,
SM49    ,SM45    ,
SM45    ,SM51    ,
SM45    ,SM39    ,
SM39    ,SM44    ,
SM39    ,SM33    ,
SM33    ,SM36    ,
SM33    ,SM28    ,
SM28    ,SM31    ,
SM28    ,SM22    ,
SM22    ,SM25    ,
SM22    ,SM17    ,
SM17    ,SM23    ,
SM17    ,SM18    ,
SM18    ,SM23    ,
SM918   ,SM929   ,
SM929   ,SM939   ,
SM939   ,SM948   ,
SM948   ,SM962   ,
SM962   ,SM975   ,
SM3478  ,SM3471  ,
SM3471  ,SM3466  ,
SM3466  ,SM3458  ,
SM3458  ,SM3453  ,
SM3453  ,SM3479  ,
SM3453  ,SM3447  ,
SM3447  ,SM3439  ,
SM3439  ,SM3437  ,
SM3437  ,SM3435  ,
SM3434  ,SM3435  ,
SM3434  ,SM3432  ,
SM5405  ,SM5442  ,
SM7592  ,SM7601  ,
SM7774  ,SM7794  ,
SM9086  ,SM9110  ,
SM9086  ,SM9209  ,
SM9209  ,SM9255  ,
SM15102 ,SM15083 ,
SM15102 ,SM15315 ,
SM15315 ,SM15289 ,
SM16783 ,SM16660 ,
SM16783 ,SM16717 ,
SM16783 ,SM16831 ,
SM19206 ,SM19273 ,
SM19611 ,SM19616 ,
SM26261 ,SM26196 ,
SM26261 ,SM26278 ,
SM26261 ,SM26322 ,
SM26909 ,SM26878 ,
SM26909 ,SM26902 ,
SM26909 ,SM26950 ,
SM26950 ,SM26957 ,
SM26950 ,SM27002 ,
SM27002 ,SM27082 ,
SM27082 ,SM27064 ,
SM27082 ,SM27165 ,
SM27165 ,SM27145 ,
SM27165 ,SM27264 ,
SM27264 ,SM27245 ,
SM27264 ,SM27306 ,
SM27264 ,SM27334 ,
SM27334 ,SM27306 ,
SM27334 ,SM27375 ,
SM27334 ,SM27397 ,
SM27865 ,SM27758 ,
SM27865 ,SM27818 ,
SM27865 ,SM27939 ,
SM27939 ,SM27994 ,
SM27994 ,SM28054 ,
SM28054 ,SM28125 ,
SM28125 ,SM28195 ,
SM28195 ,SM28250 ,
SM28250 ,SM28303 ,
SM28303 ,SM28363 ,
SM28363 ,SM28438 ,
SM28438 ,SM28519 ,
SM28593 ,SM28519 ,
SM28593 ,SM28667 ,
SM28667 ,SM28651 ,
SM28667 ,SM28761 ,
SM28761 ,SM28730 ,
SM28761 ,SM28860 ,
SM28860 ,SM28825 ,
SM28860 ,SM28939 ,
SM28939 ,SM28912 ,
SM28939 ,SM29037 ,
SM29037 ,SM29004 ,
SM29037 ,SM29149 ,
SM29149 ,SM29119 ,
SM29149 ,SM29280 ,
SM29280 ,SM29243 ,
SM29280 ,SM29374 ,
SM29374 ,SM29356 ,
SM29374 ,SM29470 ,
SM29470 ,SM29456 ,
SM29470 ,SM29549 ,
SM29549 ,SM29532 ,
SM29549 ,SM29645 ,
SM29645 ,SM29630 ,
SM30465 ,SM30335 ,
SM30465 ,SM30576 ,
SM30576 ,SM30681 ,
SM30780 ,SM30762 ,
SM30780 ,SM30850 ,
SM30850 ,SM30947 ,
SM30947 ,SM31071 ,
SM31071 ,SM31152 ,
SM31173 ,SM31090 ,
SM31173 ,SM31253 ,
SM32070 ,SM32047 ,
SM32105 ,SM32097 ,
SM32097 ,SM32087 ,
SM32087 ,SM32081 ,
SM32343 ,SM32333 ,
SM31453 ,SM31466 ,
SM31453 ,SM31439 ,
SM31439 ,SM31431 ,
SM31431 ,SM31421 ,
SM31422 ,SM31421 ,
SM31422 ,SM31423 ,
SM31423 ,SM31426 ,
SM31426 ,SM31428 ,
SM31428 ,SM31429 ,
SM31429 ,SM31433 ,
SM31433 ,SM31434 ,
SM31434 ,SM31436 ,
SM31436 ,SM31437 ,
SM31437 ,SM31438 ,
SM31438 ,SM31440 ,
SM31440 ,SM31443 ,
SM31443 ,SM31447 ,
SM31447 ,SM31450 ,
SM31450 ,SM31451 ,
SM31451 ,SM31452 ,
SM31452 ,SM31455 ,
SM31455 ,SM31457 ,
SM31457 ,SM31459 ,
SM31459 ,SM31462 ,
SM32347 ,SM32336 ,
SM32354 ,SM32353 ,
SM32354 ,SM32341 ,
SM32346 ,SM32335 ,
SM32351 ,SM32344 ,
SM32350 ,SM32345 ,
SM32350 ,SM32337 ,
SM32349 ,SM32342 ,
SM32340 ,SM32326 ,
SM28185 ,SM28181 ,
SM28185 ,SM28171 ,
SM27091 ,SM27074 ,
SM27091 ,SM27058 ,
SM26640 ,SM26934 ,
SM26640 ,SM26625 ,
SM26640 ,SM26243 ,
SM26243 ,SM25960 ,
SM26243 ,SM26210 ,
SM26210 ,SM26057 ,
SM26210 ,SM26195 ,
SM26195 ,SM26181 ,
SM26181 ,SM26167 ,
SM26167 ,SM26109 ,
SM26057 ,SM26109 ,
SM26057 ,SM26006 ,
SM25960 ,SM26006 ,
SM25960 ,SM25914 ,
SM25291 ,SM25224 ,
SM19584 ,SM19521 ,
SM17796 ,SM17754 ,
SM14383 ,SM14391 ,
SM10846 ,SM10882 ,
SM10846 ,SM10783 ,
SM10783 ,SM10727 ,
SM10727 ,SM10625 ,
SM10625 ,SM10516 ,
SM10516 ,SM10390 ,
SM10390 ,SM10282 ,
SM10282 ,SM10193 ,
SM10193 ,SM10101 ,
SM10101 ,SM10006 ,
SM10006 ,SM9890  ,
SM9357  ,SM9413  ,
SM8846  ,SM8935  ,
SM8846  ,SM8750  ,
SM8750  ,SM8642  ,
SM8642  ,SM8527  ,
SM8527  ,SM8415  ,
SM8415  ,SM8290  ,
SM8290  ,SM8188  ,
SM6975  ,SM6855  ,
SM6975  ,SM6736  ,
SM6736  ,SM6707  ,
SM6353  ,SM6358  ,
SM6353  ,SM6034  ,
SM6034  ,SM6045  ,
SM5475  ,SM5502  ,
SM5395  ,SM5345  ,
SM5345  ,SM5301  ,
SM4398  ,SM4364  ,
SM4364  ,SM4381  ,
SM4205  ,SM4233  ,
SM4205  ,SM4177  ,
SM4151  ,SM4177  ,
SM4151  ,SM4120  ,
SM4120  ,SM4070  ,
SM4070  ,SM4017  ,
SM3749  ,SM3773  ,
SM2126  ,SM2145  ,
SM2126  ,SM2103  ,
SM2157  ,SM2198  ,
SM2157  ,SM2129  ,
SM2129  ,SM2096  ,
SM2096  ,SM2062  ,
SM123   ,SM132   ,
SM5     ,SM9     ,
SM26    ,SM34    ,
SM26    ,SM19    ,
SM19    ,SM12    ,
SM12    ,SM7     ,
SM7     ,SM3     ,
SM3     ,SM4     ,
SM4     ,SM8     ,
SM10    ,SM16    ,
SM16    ,SM24    ,
SM24    ,SM30    ,
SM40    ,SM32    ,
SM40    ,SM46    ,
SM46    ,SM54    ,
SM54    ,SM61    ,
SM61    ,SM68    ,
SM68    ,SM76    ,
SM76    ,SM82    ,
SM82    ,SM89    ,
SM89    ,SM96    ,
SM96    ,SM102   ,
SM102   ,SM109   ,
SM109   ,SM116   ,
SM116   ,SM122   ,
SM122   ,SM128   ,
SM137   ,SM149   ,
SM149   ,SM161   ,
SM161   ,SM172   ,
SM172   ,SM184   ,
SM184   ,SM202   ,
SM200   ,SM213   ,
SM272   ,SM271   ,
SM272   ,SM274   ,
SM274   ,SM275   ,
SM275   ,SM278   ,
SM278   ,SM282   ,
SM282   ,SM285   ,
SM121   ,SM131   ,
SM121   ,SM127   ,
SM121   ,SM114   ,
SM114   ,SM107   ,
SM107   ,SM101   ,
SM101   ,SM106   ,
SM101   ,SM95    ,
SM95    ,SM100   ,
SM94    ,SM100   ,
SM94    ,SM88    ,
SM88    ,SM83    ,
SM83    ,SM80    ,
SM80    ,SM74    ,
SM975   ,SM987   ,
SM987   ,SM1012  ,
SM987   ,SM998   ,
SM998   ,SM1012  ,
SM1012  ,SM1023  ,
SM1023  ,SM1035  ,
SM3390  ,SM3372  ,
SM3390  ,SM3412  ,
SM3412  ,SM3431  ,
SM3431  ,SM3462  ,
SM3462  ,SM3487  ,
SM3487  ,SM3511  ,
SM3511  ,SM3529  ,
SM3529  ,SM3544  ,
SM3544  ,SM3565  ,
SM3565  ,SM3585  ,
SM3585  ,SM3598  ,
SM3598  ,SM3621  ,
SM3621  ,SM3645  ,
SM3645  ,SM3666  ,
SM3666  ,SM3690  ,
SM3690  ,SM3718  ,
SM3718  ,SM3753  ,
SM3753  ,SM3787  ,
SM3787  ,SM3830  ,
SM3830  ,SM3908  ,
SM3965  ,SM3988  ,
SM3675  ,SM3709  ,
SM3709  ,SM3760  ,
SM3760  ,SM3813  ,
SM4273  ,SM4296  ,
SM5256  ,SM5325  ,
SM5442  ,SM5508  ,
SM8262  ,SM8316  ,
SM8262  ,SM8200  ,
SM8200  ,SM8152  ,
SM8152  ,SM8109  ,
SM8109  ,SM8065  ,
SM8065  ,SM8012  ,
SM8012  ,SM7956  ,
SM7956  ,SM7922  ,
SM7922  ,SM7878  ,
SM7878  ,SM7837  ,
SM7837  ,SM7810  ,
SM7810  ,SM7785  ,
SM7785  ,SM7753  ,
SM7753  ,SM7729  ,
SM7729  ,SM7707  ,
SM7707  ,SM7682  ,
SM7682  ,SM7660  ,
SM7660  ,SM7638  ,
SM7638  ,SM7627  ,
SM7627  ,SM7613  ,
SM7613  ,SM7606  ,
SM7606  ,SM7601  ,
SM7794  ,SM7803  ,
SM7803  ,SM7815  ,
SM7815  ,SM7824  ,
SM7824  ,SM7845  ,
SM7845  ,SM7869  ,
SM7869  ,SM7892  ,
SM7892  ,SM7923  ,
SM7923  ,SM7949  ,
SM7949  ,SM7984  ,
SM7984  ,SM8015  ,
SM8015  ,SM8039  ,
SM9110  ,SM9144  ,
SM9255  ,SM9297  ,
SM14670 ,SM14737 ,
SM15083 ,SM15058 ,
SM15289 ,SM15262 ,
SM15947 ,SM15851 ,
SM15947 ,SM16104 ,
SM16104 ,SM16250 ,
SM16250 ,SM16351 ,
SM16351 ,SM16425 ,
SM16425 ,SM16495 ,
SM16495 ,SM16560 ,
SM18849 ,SM18936 ,
SM18936 ,SM19025 ,
SM19025 ,SM19098 ,
SM19098 ,SM19172 ,
SM19172 ,SM19243 ,
SM19243 ,SM19303 ,
SM19273 ,SM19352 ,
SM19618 ,SM19621 ,
SM19618 ,SM19616 ,
SM20099 ,SM20000 ,
SM20099 ,SM20496 ,
SM24404 ,SM24328 ,
SM24404 ,SM24463 ,
SM24463 ,SM24541 ,
SM24541 ,SM24590 ,
SM24590 ,SM24637 ,
SM25045 ,SM25000 ,
SM25045 ,SM25099 ,
SM25439 ,SM25428 ,
SM25439 ,SM25506 ,
