Node,OH,
SM3963  ,S ,
SM3964  ,A ,
SM3965  ,A ,
SM3966  ,S ,
SM3967  ,S ,
SM3968  ,A ,
SM3969  ,A ,
SM3970  ,A ,
SM3971  ,S ,
SM3972  ,A ,
SM3973  ,A ,
SM3974  ,S ,
SM3975  ,A ,
SM3976  ,A ,
SM3977  ,A ,
SM3978  ,A ,
SM3979  ,S ,
SM3980  ,A ,
SM3981  ,A ,
SM3982  ,A ,
SM3983  ,A ,
SM3984  ,A ,
SM3985  ,S ,
SM3986  ,S ,
SM3987  ,A ,
SM3988  ,A ,
SM3989  ,A ,
SM3990  ,S ,
SM3991  ,A ,
SM3992  ,A ,
SM3993  ,A ,
SM3994  ,A ,
SM3995  ,S ,
SM3996  ,A ,
SM3997  ,S ,
SM3998  ,A ,
SM3999  ,A ,
SM4000  ,A ,
SM4001  ,S ,
SM4002  ,A ,
SM4003  ,A ,
SM4004  ,S ,
SM4005  ,A ,
SM4006  ,A ,
SM4007  ,A ,
SM4008  ,A ,
SM4009  ,S ,
SM4010  ,A ,
SM4011  ,S ,
SM4012  ,A ,
SM4013  ,A ,
SM4014  ,A ,
SM4015  ,A ,
SM4016  ,S ,
SM4017  ,A ,
SM4018  ,A ,
SM4019  ,A ,
SM4020  ,A ,
SM4021  ,A ,
SM4022  ,S ,
SM4023  ,A ,
SM4024  ,A ,
SM4025  ,A ,
SM4026  ,S ,
SM4027  ,A ,
SM4028  ,A ,
SM4029  ,A ,
SM4030  ,A ,
SM4031  ,A ,
SM4032  ,S ,
SM4033  ,S ,
SM4034  ,A ,
SM4035  ,A ,
SM4036  ,A ,
SM4037  ,S ,
SM4038  ,S ,
SM4039  ,S ,
SM4040  ,S ,
SM4041  ,S ,
SM4042  ,A ,
SM4043  ,A ,
SM4044  ,S ,
SM4045  ,A ,
SM4046  ,S ,
SM4047  ,S ,
SM4048  ,A ,
SM4049  ,S ,
SM4050  ,A ,
SM4051  ,S ,
SM4052  ,A ,
SM4053  ,S ,
SM4054  ,S ,
SM4055  ,A ,
SM4056  ,A ,
SM4057  ,A ,
SM4058  ,A ,
SM4059  ,A ,
SM4060  ,A ,
SM4061  ,A ,
SM4062  ,A ,
SM4063  ,S ,
SM4064  ,A ,
SM4065  ,A ,
SM4066  ,A ,
SM4067  ,A ,
SM4068  ,A ,
SM4069  ,A ,
SM4070  ,A ,
SM4071  ,A ,
SM4072  ,A ,
SM4073  ,S ,
SM4074  ,S ,
SM4075  ,A ,
SM4076  ,S ,
SM4077  ,A ,
SM4078  ,A ,
SM4079  ,A ,
SM4080  ,A ,
SM4081  ,S ,
SM4082  ,A ,
SM4083  ,A ,
SM4084  ,A ,
SM4085  ,A ,
SM4086  ,S ,
SM4087  ,A ,
SM4088  ,A ,
SM4089  ,S ,
SM4090  ,A ,
SM4091  ,A ,
SM4092  ,A ,
SM4093  ,A ,
SM4094  ,A ,
SM4095  ,A ,
SM4096  ,A ,
SM4097  ,A ,
SM4098  ,S ,
SM4099  ,A ,
SM4100  ,S ,
SM4101  ,A ,
SM4102  ,A ,
SM4103  ,S ,
SM4104  ,A ,
SM4105  ,A ,
SM4106  ,A ,
SM4107  ,A ,
SM4108  ,A ,
SM4109  ,A ,
SM4110  ,A ,
SM4111  ,A ,
SM4112  ,A ,
SM4113  ,A ,
SM4114  ,S ,
SM4115  ,A ,
SM4116  ,A ,
SM4117  ,A ,
SM4118  ,S ,
SM4119  ,A ,
SM4120  ,A ,
SM4121  ,A ,
SM4122  ,A ,
SM4123  ,A ,
SM4124  ,A ,
SM4125  ,A ,
SM4126  ,S ,
SM4127  ,A ,
SM4128  ,S ,
SM4129  ,S ,
SM4130  ,A ,
SM4131  ,S ,
SM4132  ,A ,
SM4133  ,A ,
SM4134  ,A ,
SM4135  ,A ,
SM4136  ,A ,
SM4137  ,A ,
SM4138  ,A ,
SM4139  ,A ,
SM4140  ,A ,
SM4141  ,A ,
SM4142  ,A ,
SM4143  ,S ,
SM4144  ,A ,
SM4145  ,A ,
SM4146  ,S ,
SM4147  ,A ,
SM4148  ,S ,
SM4149  ,A ,
SM4150  ,A ,
SM4151  ,A ,
SM4152  ,A ,
SM4153  ,S ,
SM4154  ,S ,
SM4155  ,A ,
SM4156  ,A ,
SM4157  ,A ,
SM4158  ,A ,
SM4159  ,A ,
SM4160  ,A ,
SM4161  ,A ,
SM4162  ,A ,
SM4163  ,S ,
SM4164  ,A ,
SM4165  ,A ,
SM4166  ,S ,
SM4167  ,S ,
SM4168  ,A ,
SM4169  ,A ,
SM4170  ,A ,
SM4171  ,A ,
SM4172  ,S ,
SM4173  ,S ,
SM4174  ,A ,
SM4175  ,A ,
SM4176  ,A ,
SM4177  ,A ,
SM4178  ,S ,
SM4179  ,A ,
SM4180  ,A ,
SM4181  ,A ,
SM4182  ,A ,
SM4183  ,A ,
SM4184  ,S ,
SM4185  ,A ,
SM4186  ,A ,
SM4187  ,A ,
SM4188  ,A ,
SM4189  ,A ,
SM4190  ,S ,
SM4191  ,A ,
SM4192  ,A ,
SM4193  ,S ,
SM4194  ,S ,
SM4195  ,A ,
SM4196  ,A ,
SM4197  ,A ,
SM4198  ,A ,
SM4199  ,A ,
SM4200  ,A ,
SM4201  ,A ,
SM4202  ,A ,
SM4203  ,S ,
SM4204  ,A ,
SM4205  ,A ,
SM4206  ,A ,
SM4207  ,A ,
SM4208  ,S ,
SM4209  ,A ,
SM4210  ,A ,
SM4211  ,A ,
SM4212  ,S ,
SM4213  ,A ,
SM4214  ,A ,
SM4215  ,A ,
SM4216  ,S ,
SM4217  ,A ,
SM4218  ,A ,
SM4219  ,A ,
SM4220  ,A ,
SM4221  ,A ,
SM4222  ,A ,
SM4223  ,S ,
SM4224  ,A ,
SM4225  ,A ,
SM4226  ,A ,
SM4227  ,A ,
SM4228  ,S ,
SM4229  ,A ,
SM4230  ,S ,
SM4231  ,A ,
SM4232  ,A ,
SM4233  ,A ,
SM4234  ,A ,
SM4235  ,S ,
SM4236  ,A ,
SM4237  ,S ,
SM4238  ,A ,
SM4239  ,A ,
SM4240  ,A ,
SM4241  ,A ,
SM4242  ,A ,
SM4243  ,A ,
SM4244  ,A ,
SM4245  ,A ,
SM4246  ,A ,
SM4247  ,S ,
SM4248  ,S ,
SM4249  ,S ,
SM4250  ,A ,
SM4251  ,A ,
SM4252  ,A ,
SM4253  ,A ,
SM4254  ,A ,
SM4255  ,S ,
SM4256  ,A ,
SM4257  ,A ,
SM4258  ,A ,
SM4259  ,A ,
SM4260  ,A ,
SM4261  ,A ,
SM4262  ,A ,
SM4263  ,A ,
SM4264  ,A ,
SM4265  ,A ,
SM4266  ,S ,
SM4267  ,A ,
SM4268  ,S ,
SM4269  ,A ,
SM4270  ,A ,
SM4271  ,A ,
SM4272  ,S ,
SM4273  ,A ,
SM4274  ,S ,
SM4275  ,A ,
SM4276  ,A ,
SM4277  ,A ,
SM4278  ,A ,
SM4279  ,A ,
SM4280  ,A ,
SM4281  ,A ,
SM4282  ,A ,
SM4283  ,A ,
SM4284  ,A ,
SM4285  ,S ,
SM4286  ,A ,
SM4287  ,A ,
SM4288  ,A ,
SM4289  ,A ,
SM4290  ,A ,
SM4291  ,A ,
SM4292  ,S ,
SM4293  ,A ,
SM4294  ,A ,
SM4295  ,S ,
SM4296  ,A ,
SM4297  ,A ,
SM4298  ,A ,
SM4299  ,A ,
SM4300  ,S ,
SM4301  ,A ,
SM4302  ,A ,
SM4303  ,A ,
SM4304  ,A ,
SM4305  ,A ,
SM4306  ,A ,
SM4307  ,A ,
SM4308  ,S ,
SM4309  ,A ,
SM4310  ,A ,
SM4311  ,A ,
SM4312  ,A ,
SM4313  ,A ,
SM4314  ,A ,
SM4315  ,A ,
SM4316  ,A ,
SM4317  ,A ,
SM4318  ,A ,
SM4319  ,A ,
SM4320  ,A ,
SM4321  ,S ,
SM4322  ,A ,
SM4323  ,A ,
SM4324  ,A ,
SM4325  ,S ,
SM4326  ,A ,
SM4327  ,A ,
SM4328  ,A ,
SM4329  ,A ,
SM4330  ,A ,
SM4331  ,A ,
SM4332  ,S ,
SM4333  ,A ,
SM4334  ,A ,
SM4335  ,S ,
SM4336  ,A ,
SM4337  ,A ,
SM4338  ,S ,
SM4339  ,A ,
SM4340  ,A ,
SM4341  ,A ,
SM4342  ,A ,
SM4343  ,A ,
SM4344  ,A ,
SM4345  ,A ,
SM4346  ,A ,
SM4347  ,S ,
SM4348  ,A ,
SM4349  ,S ,
SM4350  ,A ,
SM4351  ,A ,
SM4352  ,A ,
SM4353  ,A ,
SM4354  ,A ,
SM4355  ,A ,
SM4356  ,A ,
SM4357  ,A ,
SM4358  ,A ,
SM4359  ,A ,
SM4360  ,S ,
SM4361  ,A ,
SM4362  ,A ,
SM4363  ,A ,
SM4364  ,A ,
SM4365  ,S ,
SM4366  ,A ,
SM4367  ,S ,
SM4368  ,A ,
SM4369  ,S ,
SM4370  ,A ,
SM4371  ,S ,
SM4372  ,A ,
SM4373  ,A ,
SM4374  ,A ,
SM4375  ,A ,
SM4376  ,A ,
SM4377  ,A ,
SM4378  ,S ,
SM4379  ,A ,
SM4380  ,A ,
SM4381  ,A ,
SM4382  ,A ,
SM4383  ,A ,
SM4384  ,A ,
SM4385  ,A ,
SM4386  ,S ,
SM4387  ,A ,
SM4388  ,A ,
SM4389  ,S ,
SM4390  ,S ,
SM4391  ,S ,
SM4392  ,A ,
SM4393  ,A ,
SM4394  ,A ,
SM4395  ,A ,
SM4396  ,A ,
SM4397  ,A ,
SM4398  ,A ,
SM4399  ,A ,
SM4400  ,A ,
SM4401  ,A ,
SM4402  ,S ,
SM4403  ,A ,
SM4404  ,A ,
SM4405  ,A ,
SM4406  ,S ,
SM4407  ,A ,
SM4408  ,A ,
SM4409  ,S ,
SM4410  ,A ,
SM4411  ,A ,
SM4412  ,S ,
SM4413  ,S ,
SM4414  ,A ,
SM4415  ,A ,
SM4416  ,A ,
SM4417  ,A ,
SM4418  ,A ,
SM4419  ,A ,
SM4420  ,A ,
SM4421  ,A ,
SM4422  ,A ,
SM4423  ,A ,
SM4424  ,A ,
SM4425  ,A ,
SM4426  ,S ,
SM4427  ,A ,
SM4428  ,A ,
SM4429  ,A ,
SM4430  ,S ,
SM4431  ,A ,
SM4432  ,A ,
SM4433  ,A ,
SM4434  ,A ,
SM4435  ,A ,
SM4436  ,S ,
SM4437  ,A ,
SM4438  ,A ,
SM4439  ,A ,
SM4440  ,A ,
SM4441  ,A ,
SM4442  ,A ,
SM4443  ,A ,
SM4444  ,A ,
SM4445  ,S ,
SM4446  ,A ,
SM4447  ,S ,
SM4448  ,A ,
SM4449  ,A ,
SM4450  ,A ,
SM4451  ,A ,
SM4452  ,A ,
SM4453  ,A ,
SM4454  ,A ,
SM4455  ,S ,
SM4456  ,A ,
SM4457  ,A ,
SM4458  ,A ,
SM4459  ,A ,
SM4460  ,A ,
SM4461  ,A ,
SM4462  ,A ,
SM4463  ,A ,
SM4464  ,A ,
SM4465  ,S ,
SM4466  ,A ,
SM4467  ,A ,
SM4468  ,A ,
SM4469  ,A ,
SM4470  ,A ,
SM4471  ,A ,
SM4472  ,A ,
SM4473  ,A ,
SM4474  ,A ,
SM4475  ,A ,
SM4476  ,A ,
SM4477  ,A ,
SM4478  ,A ,
SM4479  ,A ,
SM4480  ,S ,
SM4481  ,A ,
SM4482  ,A ,
SM4483  ,S ,
SM4484  ,A ,
SM4485  ,A ,
SM4486  ,S ,
SM4487  ,A ,
SM4488  ,A ,
SM4489  ,A ,
SM4490  ,A ,
SM4491  ,A ,
SM4492  ,A ,
SM4493  ,A ,
SM4494  ,A ,
SM4495  ,A ,
SM4496  ,A ,
SM4497  ,A ,
SM4498  ,A ,
SM4499  ,A ,
SM4500  ,A ,
SM4501  ,A ,
SM4502  ,A ,
SM4503  ,A ,
SM4504  ,A ,
SM4505  ,A ,
SM4506  ,A ,
SM4507  ,A ,
SM4508  ,A ,
SM4509  ,A ,
SM4510  ,A ,
SM4511  ,A ,
SM4512  ,A ,
SM4513  ,A ,
SM4514  ,A ,
SM4515  ,A ,
SM4516  ,S ,
SM4517  ,A ,
SM4518  ,A ,
SM4519  ,A ,
SM4520  ,A ,
SM4521  ,A ,
SM4522  ,A ,
SM4523  ,S ,
SM4524  ,A ,
SM4525  ,A ,
SM4526  ,A ,
SM4527  ,A ,
SM4528  ,A ,
SM4529  ,A ,
SM4530  ,A ,
SM4531  ,A ,
SM4532  ,S ,
SM4533  ,S ,
SM4534  ,S ,
SM4535  ,S ,
SM4536  ,A ,
SM4537  ,A ,
SM4538  ,A ,
SM4539  ,A ,
SM4540  ,A ,
SM4541  ,S ,
SM4542  ,A ,
SM4543  ,A ,
SM4544  ,A ,
SM4545  ,A ,
SM4546  ,A ,
SM4547  ,A ,
SM4548  ,S ,
SM4549  ,A ,
SM4550  ,A ,
SM4551  ,A ,
SM4552  ,S ,
SM4553  ,S ,
SM4554  ,A ,
SM4555  ,S ,
SM4556  ,A ,
SM4557  ,S ,
SM4558  ,S ,
SM4559  ,A ,
SM4560  ,S ,
SM4561  ,A ,
SM4562  ,S ,
SM4563  ,A ,
SM4564  ,A ,
SM4565  ,A ,
SM4566  ,A ,
SM4567  ,S ,
SM4568  ,A ,
SM4569  ,A ,
SM4570  ,S ,
SM4571  ,S ,
SM4572  ,A ,
SM4573  ,A ,
SM4574  ,S ,
SM4575  ,A ,
SM4576  ,A ,
SM4577  ,A ,
SM4578  ,A ,
SM4579  ,S ,
SM4580  ,A ,
SM4581  ,A ,
SM4582  ,S ,
SM4583  ,S ,
SM4584  ,A ,
SM4585  ,S ,
SM4586  ,A ,
SM4587  ,S ,
SM4588  ,S ,
SM4589  ,A ,
SM4590  ,S ,
SM4591  ,A ,
SM4592  ,S ,
SM4593  ,A ,
SM4594  ,S ,
SM4595  ,A ,
SM4596  ,A ,
SM4597  ,A ,
SM4598  ,A ,
SM4599  ,A ,
SM4600  ,A ,
SM4601  ,A ,
SM4602  ,S ,
SM4603  ,A ,
SM4604  ,A ,
SM4605  ,A ,
SM4606  ,S ,
SM4607  ,S ,
SM4608  ,A ,
SM4609  ,A ,
SM4610  ,S ,
SM4611  ,A ,
SM4612  ,S ,
SM4613  ,A ,
SM4614  ,A ,
SM4615  ,A ,
SM4616  ,S ,
SM4617  ,A ,
SM4618  ,A ,
SM4619  ,S ,
SM4620  ,A ,
SM4621  ,A ,
SM4622  ,A ,
SM4623  ,S ,
SM4624  ,S ,
SM4625  ,A ,
SM4626  ,S ,
SM4627  ,S ,
SM4629  ,S ,
SM4630  ,A ,
SM4631  ,S ,
SM4632  ,A ,
SM4633  ,S ,
SM4634  ,S ,
SM4635  ,S ,
SM4636  ,A ,
SM4637  ,A ,
SM4638  ,A ,
SM4639  ,A ,
SM4640  ,A ,
SM4641  ,S ,
SM4642  ,A ,
SM4643  ,S ,
SM4644  ,A ,
SM4645  ,S ,
SM4646  ,S ,
SM4647  ,S ,
SM4648  ,A ,
SM4649  ,A ,
SM4650  ,A ,
SM4651  ,A ,
SM4652  ,S ,
SM4653  ,A ,
SM4654  ,A ,
SM4655  ,S ,
SM4656  ,S ,
SM4657  ,S ,
SM4658  ,S ,
SM4659  ,S ,
SM4660  ,S ,
SM4661  ,A ,
SM4662  ,S ,
SM4663  ,A ,
SM4664  ,S ,
SM4665  ,S ,
SM4666  ,S ,
SM4667  ,S ,
SM4668  ,A ,
SM4669  ,A ,
SM4670  ,A ,
SM4671  ,A ,
SM4672  ,A ,
SM4673  ,A ,
SM4674  ,A ,
SM4675  ,A ,
SM4676  ,A ,
SM4677  ,S ,
SM4678  ,A ,
SM4679  ,S ,
SM4680  ,A ,
SM4681  ,A ,
SM4682  ,S ,
SM4683  ,S ,
SM4684  ,A ,
SM4685  ,A ,
SM4686  ,S ,
SM4687  ,A ,
SM4688  ,A ,
SM4689  ,A ,
SM4690  ,S ,
SM4691  ,A ,
SM4692  ,S ,
SM4693  ,S ,
SM4694  ,A ,
SM4695  ,A ,
SM4696  ,A ,
SM4697  ,S ,
SM4698  ,A ,
SM4699  ,S ,
SM4700  ,S ,
SM4701  ,A ,
SM4702  ,A ,
SM4703  ,A ,
SM4704  ,S ,
SM4705  ,A ,
SM4706  ,A ,
SM4707  ,S ,
SM4708  ,S ,
SM4709  ,A ,
SM4710  ,S ,
SM4711  ,S ,
SM4712  ,A ,
SM4713  ,A ,
SM4714  ,A ,
SM4715  ,S ,
SM4716  ,A ,
SM4717  ,S ,
SM4718  ,S ,
SM4719  ,A ,
SM4720  ,A ,
SM4721  ,S ,
SM4722  ,A ,
SM4723  ,A ,
SM4724  ,A ,
SM4725  ,S ,
SM4726  ,A ,
SM4727  ,A ,
SM4728  ,S ,
SM4729  ,A ,
SM4730  ,A ,
SM4731  ,A ,
SM4732  ,A ,
SM4733  ,S ,
SM4734  ,S ,
SM4736  ,A ,
SM4737  ,A ,
SM4738  ,S ,
SM4739  ,A ,
SM4740  ,A ,
SM4741  ,S ,
SM4742  ,A ,
SM4743  ,S ,
SM4744  ,S ,
SM4745  ,A ,
SM4746  ,S ,
SM4747  ,A ,
SM4748  ,S ,
SM4749  ,A ,
SM4750  ,S ,
SM4751  ,A ,
SM4752  ,A ,
SM4753  ,A ,
SM4754  ,A ,
SM4755  ,S ,
SM4756  ,A ,
SM4757  ,S ,
SM4758  ,A ,
SM4759  ,A ,
SM4760  ,S ,
SM4761  ,A ,
SM4762  ,A ,
SM4763  ,A ,
SM4764  ,A ,
SM4765  ,S ,
SM4766  ,A ,
SM4767  ,A ,
SM4768  ,A ,
SM4769  ,A ,
SM4770  ,A ,
SM4771  ,A ,
SM4772  ,A ,
SM4773  ,A ,
SM4774  ,A ,
SM4775  ,S ,
SM4776  ,A ,
SM4777  ,A ,
SM4778  ,A ,
SM4779  ,A ,
SM4780  ,A ,
SM4781  ,A ,
SM4782  ,A ,
SM4783  ,A ,
SM4784  ,S ,
SM4785  ,A ,
SM4786  ,A ,
SM4787  ,A ,
SM4788  ,A ,
SM4789  ,A ,
SM4790  ,A ,
SM4791  ,A ,
SM4792  ,S ,
SM4793  ,A ,
SM4794  ,S ,
SM4795  ,A ,
SM4796  ,A ,
SM4797  ,A ,
SM4798  ,A ,
SM4799  ,A ,
SM4800  ,S ,
SM4801  ,S ,
SM4802  ,S ,
SM4803  ,A ,
SM4804  ,A ,
SM4805  ,A ,
SM4806  ,A ,
SM4807  ,S ,
SM4808  ,A ,
SM4809  ,A ,
SM4810  ,A ,
SM4811  ,S ,
SM4812  ,A ,
SM4813  ,S ,
SM4814  ,A ,
SM4815  ,A ,
SM4816  ,S ,
SM4817  ,A ,
SM4818  ,A ,
SM4819  ,S ,
SM4820  ,S ,
SM4821  ,A ,
SM4822  ,A ,
SM4823  ,A ,
SM4824  ,A ,
SM4825  ,S ,
SM4826  ,S ,
SM4827  ,A ,
SM4828  ,A ,
SM4829  ,S ,
SM4830  ,A ,
SM4831  ,A ,
SM4832  ,A ,
SM4833  ,A ,
SM4834  ,A ,
SM4835  ,A ,
SM4836  ,A ,
SM4837  ,A ,
SM4838  ,A ,
SM4839  ,S ,
SM4840  ,A ,
SM4841  ,S ,
SM4842  ,A ,
SM4843  ,A ,
SM4844  ,A ,
SM4845  ,A ,
SM4846  ,A ,
SM4847  ,S ,
SM4848  ,A ,
SM4849  ,S ,
SM4850  ,S ,
SM4851  ,A ,
SM4852  ,A ,
SM4853  ,A ,
SM4854  ,S ,
SM4855  ,A ,
SM4856  ,S ,
SM4857  ,A ,
SM4858  ,S ,
SM4859  ,A ,
SM4860  ,A ,
SM4861  ,A ,
SM4862  ,A ,
SM4863  ,A ,
SM4864  ,S ,
SM4865  ,S ,
SM4866  ,A ,
SM4867  ,A ,
SM4868  ,A ,
SM4869  ,A ,
SM4870  ,A ,
SM4871  ,A ,
SM4872  ,A ,
SM4873  ,A ,
SM4874  ,S ,
SM4875  ,A ,
SM4876  ,S ,
SM4877  ,A ,
SM4878  ,A ,
SM4879  ,A ,
SM4880  ,A ,
SM4881  ,S ,
SM4882  ,S ,
SM4883  ,A ,
SM4884  ,S ,
SM4885  ,A ,
SM4886  ,A ,
SM4887  ,A ,
SM4888  ,A ,
SM4889  ,S ,
SM4890  ,A ,
SM4891  ,A ,
SM4892  ,A ,
SM4893  ,S ,
SM4894  ,A ,
SM4895  ,A ,
SM4896  ,A ,
SM4897  ,A ,
SM4898  ,A ,
SM4899  ,S ,
SM4900  ,S ,
SM4901  ,A ,
SM4902  ,S ,
SM4903  ,A ,
SM4904  ,S ,
SM4905  ,A ,
SM4906  ,A ,
SM4907  ,A ,
SM4909  ,A ,
SM4910  ,A ,
SM4911  ,A ,
SM4912  ,A ,
SM4913  ,A ,
SM4914  ,A ,
SM4915  ,S ,
SM4916  ,S ,
SM4917  ,A ,
SM4918  ,A ,
SM4919  ,A ,
SM4920  ,A ,
SM4921  ,S ,
SM4922  ,A ,
SM4923  ,A ,
SM4924  ,A ,
SM4925  ,A ,
SM4926  ,A ,
SM4927  ,S ,
SM4928  ,A ,
SM4929  ,S ,
SM4930  ,A ,
SM4931  ,S ,
SM4932  ,A ,
SM4933  ,A ,
SM4934  ,A ,
SM4935  ,A ,
SM4936  ,S ,
SM4937  ,A ,
SM4938  ,S ,
SM4939  ,A ,
SM4940  ,S ,
SM4941  ,A ,
SM4942  ,A ,
SM4943  ,A ,
SM4944  ,A ,
SM4945  ,A ,
SM4946  ,A ,
SM4947  ,A ,
SM4948  ,A ,
SM4949  ,A ,
SM4950  ,A ,
SM4951  ,A ,
SM4952  ,S ,
SM4953  ,S ,
SM4954  ,A ,
SM4955  ,S ,
SM4956  ,A ,
SM4957  ,A ,
SM4958  ,S ,
SM4959  ,A ,
SM4960  ,A ,
SM4961  ,A ,
SM4962  ,A ,
SM4963  ,A ,
SM4964  ,S ,
SM4965  ,S ,
SM4966  ,A ,
SM4967  ,A ,
SM4968  ,A ,
SM4969  ,A ,
SM4970  ,A ,
SM4971  ,A ,
SM4972  ,S ,
SM4973  ,S ,
SM4974  ,A ,
SM4975  ,A ,
SM4976  ,A ,
SM4977  ,S ,
SM4978  ,S ,
SM4979  ,A ,
SM4980  ,S ,
SM4981  ,A ,
SM4982  ,A ,
SM4983  ,A ,
SM4984  ,A ,
SM4985  ,A ,
SM4986  ,A ,
SM4987  ,A ,
SM4988  ,S ,
SM4989  ,S ,
SM4990  ,A ,
SM4991  ,A ,
SM4992  ,A ,
SM4993  ,A ,
SM4994  ,S ,
SM4995  ,S ,
SM4996  ,S ,
SM4997  ,A ,
SM4998  ,A ,
SM4999  ,S ,
SM5000  ,A ,
SM5001  ,S ,
SM5002  ,A ,
SM5003  ,S ,
SM5004  ,A ,
SM5005  ,A ,
SM5006  ,S ,
SM5007  ,A ,
SM5008  ,A ,
SM5009  ,A ,
SM5010  ,S ,
SM5011  ,S ,
SM5012  ,A ,
SM5013  ,A ,
SM5014  ,A ,
SM5015  ,A ,
SM5016  ,S ,
SM5017  ,A ,
SM5018  ,A ,
SM5019  ,S ,
SM5020  ,A ,
SM5021  ,S ,
SM5022  ,S ,
SM5023  ,A ,
SM5024  ,A ,
SM5025  ,A ,
SM5026  ,S ,
SM5027  ,A ,
SM5028  ,A ,
SM5029  ,S ,
SM5030  ,A ,
SM5031  ,A ,
SM5032  ,S ,
SM5033  ,A ,
SM5034  ,A ,
SM5035  ,A ,
SM5036  ,S ,
SM5037  ,S ,
SM5038  ,A ,
SM5039  ,S ,
SM5040  ,A ,
SM5041  ,S ,
SM5042  ,A ,
SM5043  ,S ,
SM5044  ,A ,
SM5045  ,A ,
SM5046  ,A ,
SM5047  ,A ,
SM5048  ,A ,
SM5049  ,S ,
SM5050  ,A ,
SM5051  ,A ,
SM5052  ,S ,
SM5053  ,A ,
SM5054  ,S ,
SM5055  ,S ,
SM5056  ,S ,
SM5057  ,S ,
SM5058  ,A ,
SM5059  ,A ,
SM5060  ,S ,
SM5061  ,A ,
SM5062  ,A ,
SM5063  ,A ,
SM5064  ,A ,
SM5065  ,A ,
SM5066  ,A ,
SM5067  ,S ,
SM5068  ,S ,
SM5069  ,A ,
SM5070  ,A ,
SM5071  ,A ,
SM5072  ,S ,
SM5073  ,A ,
SM5074  ,A ,
SM5075  ,A ,
SM5076  ,S ,
SM5077  ,S ,
SM5078  ,S ,
SM5079  ,A ,
SM5080  ,S ,
SM5081  ,A ,
SM5082  ,S ,
SM5083  ,A ,
SM5084  ,A ,
SM5085  ,A ,
SM5086  ,S ,
SM5087  ,S ,
SM5088  ,S ,
SM5089  ,A ,
SM5090  ,A ,
SM5091  ,S ,
SM5092  ,A ,
SM5093  ,A ,
SM5094  ,A ,
SM5095  ,S ,
SM5096  ,S ,
SM5097  ,S ,
SM5098  ,S ,
SM5099  ,A ,
SM5100  ,A ,
SM5101  ,S ,
SM5102  ,A ,
SM5103  ,A ,
SM5104  ,A ,
SM5105  ,S ,
SM5106  ,S ,
SM5107  ,S ,
SM5108  ,A ,
SM5109  ,A ,
SM5110  ,A ,
SM5111  ,S ,
SM5112  ,S ,
SM5113  ,S ,
SM5114  ,A ,
SM5115  ,S ,
SM5116  ,S ,
SM5117  ,A ,
SM5118  ,A ,
SM5119  ,A ,
SM5120  ,S ,
SM5121  ,A ,
SM5122  ,A ,
SM5123  ,A ,
SM5124  ,S ,
SM5125  ,S ,
SM5126  ,A ,
SM5127  ,S ,
SM5128  ,A ,
SM5129  ,S ,
SM5130  ,A ,
SM5131  ,S ,
SM5132  ,A ,
SM5133  ,A ,
SM5134  ,A ,
SM5135  ,S ,
SM5136  ,S ,
SM5137  ,A ,
SM5138  ,A ,
SM5139  ,A ,
SM5140  ,S ,
SM5141  ,S ,
SM5142  ,S ,
SM5143  ,S ,
SM5144  ,A ,
SM5145  ,A ,
SM5146  ,A ,
SM5147  ,A ,
SM5148  ,A ,
SM5149  ,S ,
SM5150  ,A ,
SM5151  ,A ,
SM5152  ,A ,
SM5153  ,A ,
SM5154  ,S ,
SM5155  ,S ,
SM5156  ,S ,
SM5157  ,S ,
SM5158  ,A ,
SM5159  ,S ,
SM5160  ,S ,
SM5161  ,S ,
SM5162  ,S ,
SM5163  ,A ,
SM5164  ,A ,
SM5165  ,A ,
SM5166  ,A ,
SM5167  ,S ,
SM5168  ,S ,
SM5169  ,S ,
SM5170  ,A ,
SM5171  ,A ,
SM5172  ,A ,
SM5173  ,A ,
SM5174  ,S ,
SM5175  ,S ,
SM5176  ,S ,
SM5177  ,S ,
SM5178  ,S ,
SM5179  ,A ,
SM5180  ,A ,
SM5181  ,A ,
SM5182  ,A ,
SM5183  ,A ,
SM5184  ,A ,
SM5185  ,A ,
SM5186  ,A ,
SM5187  ,S ,
SM5188  ,A ,
SM5189  ,A ,
SM5190  ,S ,
SM5191  ,S ,
SM5192  ,A ,
SM5193  ,A ,
SM5194  ,A ,
SM5195  ,A ,
SM5196  ,S ,
SM5197  ,S ,
SM5198  ,S ,
SM5199  ,S ,
SM5200  ,S ,
SM5201  ,S ,
SM5202  ,S ,
SM5203  ,S ,
SM5204  ,A ,
SM5205  ,S ,
SM5206  ,S ,
SM5207  ,A ,
SM5208  ,A ,
SM5209  ,S ,
SM5210  ,S ,
SM5211  ,A ,
SM5212  ,A ,
SM5213  ,S ,
SM5214  ,S ,
SM5215  ,A ,
SM5216  ,S ,
SM5217  ,S ,
SM5218  ,A ,
SM5219  ,S ,
SM5220  ,S ,
SM5221  ,A ,
SM5222  ,A ,
SM5223  ,S ,
SM5224  ,S ,
SM5225  ,S ,
SM5226  ,A ,
SM5227  ,A ,
SM5228  ,S ,
SM5229  ,A ,
SM5230  ,A ,
SM5231  ,A ,
SM5232  ,A ,
SM5233  ,A ,
SM5234  ,A ,
SM5235  ,A ,
SM5236  ,A ,
SM5237  ,S ,
