Node_A,Node_B,
SM1     ,SM3     ,
SM2     ,SM8     ,
SM4     ,SM9     ,
SM85    ,SM91    ,
SM6767  ,SM6629  ,
SM6767  ,SM6665  ,
SM6767  ,SM6689  ,
SM6767  ,SM6710  ,
SM6767  ,SM6756  ,
SM6767  ,SM6889  ,
SM6767  ,SM6934  ,
SM20103 ,SM20116 ,
SM20103 ,SM20162 ,
SM36446 ,SM36470 ,
SM38727 ,SM38705 ,
SM46595 ,SM46617 ,
SM48683 ,SM48675 ,
SM49070 ,SM49041 ,
SM49070 ,SM49040 ,
SM49632 ,SM49617 ,
SM49637 ,SM49612 ,
SM49637 ,SM49590 ,
SM49637 ,SM49434 ,
SM49638 ,SM49626 ,
SM49640 ,SM49629 ,
SM49636 ,SM49619 ,
SM49636 ,SM49627 ,
SM45771 ,SM45736 ,
SM31324 ,SM31312 ,
SM2693  ,SM2820  ,
SM2693  ,SM2658  ,
SM5     ,SM11    ,
SM3     ,SM7     ,
SM7     ,SM10    ,
SM10    ,SM13    ,
SM13    ,SM16    ,
SM16    ,SM20    ,
SM20    ,SM23    ,
SM23    ,SM26    ,
SM26    ,SM29    ,
SM29    ,SM32    ,
SM32    ,SM36    ,
SM36    ,SM39    ,
SM39    ,SM43    ,
SM43    ,SM45    ,
SM45    ,SM47    ,
SM47    ,SM50    ,
SM50    ,SM53    ,
SM53    ,SM56    ,
SM56    ,SM60    ,
SM60    ,SM63    ,
SM63    ,SM66    ,
SM66    ,SM69    ,
SM69    ,SM73    ,
SM73    ,SM75    ,
SM75    ,SM79    ,
SM79    ,SM83    ,
SM83    ,SM86    ,
SM86    ,SM90    ,
SM90    ,SM94    ,
SM94    ,SM98    ,
SM98    ,SM102   ,
SM102   ,SM107   ,
SM107   ,SM111   ,
SM111   ,SM114   ,
SM114   ,SM119   ,
SM119   ,SM122   ,
SM122   ,SM130   ,
SM122   ,SM126   ,
SM126   ,SM130   ,
SM130   ,SM133   ,
SM133   ,SM137   ,
SM547   ,SM554   ,
SM547   ,SM540   ,
SM8     ,SM15    ,
SM24    ,SM30    ,
SM24    ,SM18    ,
SM18    ,SM12    ,
SM12    ,SM6     ,
SM218   ,SM216   ,
SM218   ,SM223   ,
SM371   ,SM462   ,
SM371   ,SM381   ,
SM3221  ,SM3270  ,
SM699   ,SM740   ,
SM699   ,SM662   ,
SM662   ,SM639   ,
SM639   ,SM615   ,
SM615   ,SM589   ,
SM589   ,SM565   ,
SM565   ,SM538   ,
SM9     ,SM14    ,
SM14    ,SM19    ,
SM19    ,SM25    ,
SM25    ,SM31    ,
SM31    ,SM37    ,
SM37    ,SM42    ,
SM42    ,SM49    ,
SM49    ,SM55    ,
SM55    ,SM61    ,
SM61    ,SM67    ,
SM67    ,SM74    ,
SM74    ,SM80    ,
SM80    ,SM87    ,
SM87    ,SM93    ,
SM93    ,SM100   ,
SM91    ,SM96    ,
SM121   ,SM115   ,
SM121   ,SM128   ,
SM128   ,SM135   ,
SM135   ,SM142   ,
SM142   ,SM147   ,
SM3083  ,SM3074  ,
SM6251  ,SM6222  ,
SM6251  ,SM6281  ,
SM6281  ,SM6318  ,
